i,A,B,gcd,modulus operations
2916,1597,2584,1,17
2917,1597,2584,1,17
2918,1597,2584,1,17
2919,1597,2584,1,17
2920,1597,2584,1,17
2921,1597,2584,1,17
2922,1597,2584,1,17
2923,1597,2584,1,17
2924,1597,2584,1,17
2925,1597,2584,1,17
2926,1597,2584,1,17
2927,1597,2584,1,17
2928,1597,2584,1,17
2929,1597,2584,1,17
2930,1597,2584,1,17
2931,1597,2584,1,17
2932,1597,2584,1,17
2933,1597,2584,1,17
2934,1597,2584,1,17
2935,1597,2584,1,17
2936,1597,2584,1,17
2937,1597,2584,1,17
2938,1597,2584,1,17
2939,1597,2584,1,17
2940,1597,2584,1,17
2941,1597,2584,1,17
2942,1597,2584,1,17
2943,1597,2584,1,17
2944,1597,2584,1,17
2945,1597,2584,1,17
2946,1597,2584,1,17
2947,1597,2584,1,17
2948,1597,2584,1,17
2949,1597,2584,1,17
2950,1597,2584,1,17
2951,1597,2584,1,17
2952,1597,2584,1,17
2953,1597,2584,1,17
2954,1597,2584,1,17
2955,1597,2584,1,17
2956,1597,2584,1,17
2957,1597,2584,1,17
2958,1597,2584,1,17
2959,1597,2584,1,17
2960,1597,2584,1,17
2961,1597,2584,1,17
2962,1597,2584,1,17
2963,1597,2584,1,17
2964,1597,2584,1,17
2965,1597,2584,1,17
2966,1597,2584,1,17
2967,1597,2584,1,17
2968,1597,2584,1,17
2969,1597,2584,1,17
2970,1597,2584,1,17
2971,1597,2584,1,17
2972,1597,2584,1,17
2973,1597,2584,1,17
2974,1597,2584,1,17
2975,1597,2584,1,17
2976,1597,2584,1,17
2977,1597,2584,1,17
2978,1597,2584,1,17
2979,1597,2584,1,17
2980,1597,2584,1,17
2981,1597,2584,1,17
2982,1597,2584,1,17
2983,1597,2584,1,17
2984,1597,2584,1,17
2985,1597,2584,1,17
2986,1597,2584,1,17
2987,1597,2584,1,17
2988,1597,2584,1,17
2989,1597,2584,1,17
2990,1597,2584,1,17
2991,1597,2584,1,17
2992,1597,2584,1,17
2993,1597,2584,1,17
2994,1597,2584,1,17
2995,1597,2584,1,17
2996,1597,2584,1,17
2997,1597,2584,1,17
2998,1597,2584,1,17
2999,1597,2584,1,17
3000,1597,2584,1,17
3001,1597,2584,1,17
3002,1597,2584,1,17
3003,1597,2584,1,17
3004,1597,2584,1,17
3005,1597,2584,1,17
3006,1597,2584,1,17
3007,1597,2584,1,17
3008,1597,2584,1,17
3009,1597,2584,1,17
3010,1597,2584,1,17
3011,1597,2584,1,17
3012,1597,2584,1,17
3013,1597,2584,1,17
3014,1597,2584,1,17
3015,1597,2584,1,17


