i,A,B,gcd,modulus operations
1616,987,1597,1,16
1617,987,1597,1,16
1618,987,1597,1,16
1619,987,1597,1,16
1620,987,1597,1,16
1621,987,1597,1,16
1622,987,1597,1,16
1623,987,1597,1,16
1624,987,1597,1,16
1625,987,1597,1,16
1626,987,1597,1,16
1627,987,1597,1,16
1628,987,1597,1,16
1629,987,1597,1,16
1630,987,1597,1,16
1631,987,1597,1,16
1632,987,1597,1,16
1633,987,1597,1,16
1634,987,1597,1,16
1635,987,1597,1,16
1636,987,1597,1,16
1637,987,1597,1,16
1638,987,1597,1,16
1639,987,1597,1,16
1640,987,1597,1,16
1641,987,1597,1,16
1642,987,1597,1,16
1643,987,1597,1,16
1644,987,1597,1,16
1645,987,1597,1,16
1646,987,1597,1,16
1647,987,1597,1,16
1648,987,1597,1,16
1649,987,1597,1,16
1650,987,1597,1,16
1651,987,1597,1,16
1652,987,1597,1,16
1653,987,1597,1,16
1654,987,1597,1,16
1655,987,1597,1,16
1656,987,1597,1,16
1657,987,1597,1,16
1658,987,1597,1,16
1659,987,1597,1,16
1660,987,1597,1,16
1661,987,1597,1,16
1662,987,1597,1,16
1663,987,1597,1,16
1664,987,1597,1,16
1665,987,1597,1,16
1666,987,1597,1,16
1667,987,1597,1,16
1668,987,1597,1,16
1669,987,1597,1,16
1670,987,1597,1,16
1671,987,1597,1,16
1672,987,1597,1,16
1673,987,1597,1,16
1674,987,1597,1,16
1675,987,1597,1,16
1676,987,1597,1,16
1677,987,1597,1,16
1678,987,1597,1,16
1679,987,1597,1,16
1680,987,1597,1,16
1681,987,1597,1,16
1682,987,1597,1,16
1683,987,1597,1,16
1684,987,1597,1,16
1685,987,1597,1,16
1686,987,1597,1,16
1687,987,1597,1,16
1688,987,1597,1,16
1689,987,1597,1,16
1690,987,1597,1,16
1691,987,1597,1,16
1692,987,1597,1,16
1693,987,1597,1,16
1694,987,1597,1,16
1695,987,1597,1,16
1696,987,1597,1,16
1697,987,1597,1,16
1698,987,1597,1,16
1699,987,1597,1,16
1700,987,1597,1,16
1701,987,1597,1,16
1702,987,1597,1,16
1703,987,1597,1,16
1704,987,1597,1,16
1705,987,1597,1,16
1706,987,1597,1,16
1707,987,1597,1,16
1708,987,1597,1,16
1709,987,1597,1,16
1710,987,1597,1,16
1711,987,1597,1,16
1712,987,1597,1,16
1713,987,1597,1,16
1714,987,1597,1,16
1715,987,1597,1,16


