i,A,B,gcd,modulus operations
216,89,144,1,11
217,89,144,1,11
218,89,144,1,11
219,89,144,1,11
220,89,144,1,11
221,89,144,1,11
222,89,144,1,11
223,89,144,1,11
224,89,144,1,11
225,89,144,1,11
226,89,144,1,11
227,89,144,1,11
228,89,144,1,11
229,89,144,1,11
230,89,144,1,11
231,89,144,1,11
232,89,144,1,11
233,144,233,1,12
234,144,233,1,12
235,144,233,1,12
236,144,233,1,12
237,144,233,1,12
238,144,233,1,12
239,144,233,1,12
240,144,233,1,12
241,144,233,1,12
242,144,233,1,12
243,144,233,1,12
244,144,233,1,12
245,144,233,1,12
246,144,233,1,12
247,144,233,1,12
248,144,233,1,12
249,144,233,1,12
250,144,233,1,12
251,144,233,1,12
252,144,233,1,12
253,144,233,1,12
254,144,233,1,12
255,144,233,1,12
256,144,233,1,12
257,144,233,1,12
258,144,233,1,12
259,144,233,1,12
260,144,233,1,12
261,144,233,1,12
262,144,233,1,12
263,144,233,1,12
264,144,233,1,12
265,144,233,1,12
266,144,233,1,12
267,144,233,1,12
268,144,233,1,12
269,144,233,1,12
270,144,233,1,12
271,144,233,1,12
272,144,233,1,12
273,144,233,1,12
274,144,233,1,12
275,144,233,1,12
276,144,233,1,12
277,144,233,1,12
278,144,233,1,12
279,144,233,1,12
280,144,233,1,12
281,144,233,1,12
282,144,233,1,12
283,144,233,1,12
284,144,233,1,12
285,144,233,1,12
286,144,233,1,12
287,144,233,1,12
288,144,233,1,12
289,144,233,1,12
290,144,233,1,12
291,144,233,1,12
292,144,233,1,12
293,144,233,1,12
294,144,233,1,12
295,144,233,1,12
296,144,233,1,12
297,144,233,1,12
298,144,233,1,12
299,144,233,1,12
300,144,233,1,12
301,144,233,1,12
302,144,233,1,12
303,144,233,1,12
304,144,233,1,12
305,144,233,1,12
306,144,233,1,12
307,144,233,1,12
308,144,233,1,12
309,144,233,1,12
310,144,233,1,12
311,144,233,1,12
312,144,233,1,12
313,144,233,1,12
314,144,233,1,12
315,144,233,1,12


