i,A,B,gcd,modulus operations
316,144,233,1,11
317,144,233,1,11
318,144,233,1,11
319,144,233,1,11
320,144,233,1,11
321,144,233,1,11
322,144,233,1,11
323,144,233,1,11
324,144,233,1,11
325,144,233,1,11
326,144,233,1,11
327,144,233,1,11
328,144,233,1,11
329,144,233,1,11
330,144,233,1,11
331,144,233,1,11
332,144,233,1,11
333,144,233,1,11
334,144,233,1,11
335,144,233,1,11
336,144,233,1,11
337,144,233,1,11
338,144,233,1,11
339,144,233,1,11
340,144,233,1,11
341,144,233,1,11
342,144,233,1,11
343,144,233,1,11
344,144,233,1,11
345,144,233,1,11
346,144,233,1,11
347,144,233,1,11
348,144,233,1,11
349,144,233,1,11
350,144,233,1,11
351,144,233,1,11
352,144,233,1,11
353,144,233,1,11
354,144,233,1,11
355,144,233,1,11
356,144,233,1,11
357,144,233,1,11
358,144,233,1,11
359,144,233,1,11
360,144,233,1,11
361,144,233,1,11
362,144,233,1,11
363,144,233,1,11
364,144,233,1,11
365,144,233,1,11
366,144,233,1,11
367,144,233,1,11
368,144,233,1,11
369,144,233,1,11
370,144,233,1,11
371,144,233,1,11
372,144,233,1,11
373,144,233,1,11
374,144,233,1,11
375,144,233,1,11
376,144,233,1,11
377,233,377,1,12
378,233,377,1,12
379,233,377,1,12
380,233,377,1,12
381,233,377,1,12
382,233,377,1,12
383,233,377,1,12
384,233,377,1,12
385,233,377,1,12
386,233,377,1,12
387,233,377,1,12
388,233,377,1,12
389,233,377,1,12
390,233,377,1,12
391,233,377,1,12
392,233,377,1,12
393,233,377,1,12
394,233,377,1,12
395,233,377,1,12
396,233,377,1,12
397,233,377,1,12
398,233,377,1,12
399,233,377,1,12
400,233,377,1,12
401,233,377,1,12
402,233,377,1,12
403,233,377,1,12
404,233,377,1,12
405,233,377,1,12
406,233,377,1,12
407,233,377,1,12
408,233,377,1,12
409,233,377,1,12
410,233,377,1,12
411,233,377,1,12
412,233,377,1,12
413,233,377,1,12
414,233,377,1,12
415,233,377,1,12


