i,A,B,gcd,modulus operations
2216,987,1597,1,15
2217,987,1597,1,15
2218,987,1597,1,15
2219,987,1597,1,15
2220,987,1597,1,15
2221,987,1597,1,15
2222,987,1597,1,15
2223,987,1597,1,15
2224,987,1597,1,15
2225,987,1597,1,15
2226,987,1597,1,15
2227,987,1597,1,15
2228,987,1597,1,15
2229,987,1597,1,15
2230,987,1597,1,15
2231,987,1597,1,15
2232,987,1597,1,15
2233,987,1597,1,15
2234,987,1597,1,15
2235,987,1597,1,15
2236,987,1597,1,15
2237,987,1597,1,15
2238,987,1597,1,15
2239,987,1597,1,15
2240,987,1597,1,15
2241,987,1597,1,15
2242,987,1597,1,15
2243,987,1597,1,15
2244,987,1597,1,15
2245,987,1597,1,15
2246,987,1597,1,15
2247,987,1597,1,15
2248,987,1597,1,15
2249,987,1597,1,15
2250,987,1597,1,15
2251,987,1597,1,15
2252,987,1597,1,15
2253,987,1597,1,15
2254,987,1597,1,15
2255,987,1597,1,15
2256,987,1597,1,15
2257,987,1597,1,15
2258,987,1597,1,15
2259,987,1597,1,15
2260,987,1597,1,15
2261,987,1597,1,15
2262,987,1597,1,15
2263,987,1597,1,15
2264,987,1597,1,15
2265,987,1597,1,15
2266,987,1597,1,15
2267,987,1597,1,15
2268,987,1597,1,15
2269,987,1597,1,15
2270,987,1597,1,15
2271,987,1597,1,15
2272,987,1597,1,15
2273,987,1597,1,15
2274,987,1597,1,15
2275,987,1597,1,15
2276,987,1597,1,15
2277,987,1597,1,15
2278,987,1597,1,15
2279,987,1597,1,15
2280,987,1597,1,15
2281,987,1597,1,15
2282,987,1597,1,15
2283,987,1597,1,15
2284,987,1597,1,15
2285,987,1597,1,15
2286,987,1597,1,15
2287,987,1597,1,15
2288,987,1597,1,15
2289,987,1597,1,15
2290,987,1597,1,15
2291,987,1597,1,15
2292,987,1597,1,15
2293,987,1597,1,15
2294,987,1597,1,15
2295,987,1597,1,15
2296,987,1597,1,15
2297,987,1597,1,15
2298,987,1597,1,15
2299,987,1597,1,15
2300,987,1597,1,15
2301,987,1597,1,15
2302,987,1597,1,15
2303,987,1597,1,15
2304,987,1597,1,15
2305,987,1597,1,15
2306,987,1597,1,15
2307,987,1597,1,15
2308,987,1597,1,15
2309,987,1597,1,15
2310,987,1597,1,15
2311,987,1597,1,15
2312,987,1597,1,15
2313,987,1597,1,15
2314,987,1597,1,15
2315,987,1597,1,15


