i,A,B,gcd,modulus operations
1316,610,987,1,15
1317,610,987,1,15
1318,610,987,1,15
1319,610,987,1,15
1320,610,987,1,15
1321,610,987,1,15
1322,610,987,1,15
1323,610,987,1,15
1324,610,987,1,15
1325,610,987,1,15
1326,610,987,1,15
1327,610,987,1,15
1328,610,987,1,15
1329,610,987,1,15
1330,610,987,1,15
1331,610,987,1,15
1332,610,987,1,15
1333,610,987,1,15
1334,610,987,1,15
1335,610,987,1,15
1336,610,987,1,15
1337,610,987,1,15
1338,610,987,1,15
1339,610,987,1,15
1340,610,987,1,15
1341,610,987,1,15
1342,610,987,1,15
1343,610,987,1,15
1344,610,987,1,15
1345,610,987,1,15
1346,610,987,1,15
1347,610,987,1,15
1348,610,987,1,15
1349,610,987,1,15
1350,610,987,1,15
1351,610,987,1,15
1352,610,987,1,15
1353,610,987,1,15
1354,610,987,1,15
1355,610,987,1,15
1356,610,987,1,15
1357,610,987,1,15
1358,610,987,1,15
1359,610,987,1,15
1360,610,987,1,15
1361,610,987,1,15
1362,610,987,1,15
1363,610,987,1,15
1364,610,987,1,15
1365,610,987,1,15
1366,610,987,1,15
1367,610,987,1,15
1368,610,987,1,15
1369,610,987,1,15
1370,610,987,1,15
1371,610,987,1,15
1372,610,987,1,15
1373,610,987,1,15
1374,610,987,1,15
1375,610,987,1,15
1376,610,987,1,15
1377,610,987,1,15
1378,610,987,1,15
1379,610,987,1,15
1380,610,987,1,15
1381,610,987,1,15
1382,610,987,1,15
1383,610,987,1,15
1384,610,987,1,15
1385,610,987,1,15
1386,610,987,1,15
1387,610,987,1,15
1388,610,987,1,15
1389,610,987,1,15
1390,610,987,1,15
1391,610,987,1,15
1392,610,987,1,15
1393,610,987,1,15
1394,610,987,1,15
1395,610,987,1,15
1396,610,987,1,15
1397,610,987,1,15
1398,610,987,1,15
1399,610,987,1,15
1400,610,987,1,15
1401,610,987,1,15
1402,610,987,1,15
1403,610,987,1,15
1404,610,987,1,15
1405,610,987,1,15
1406,610,987,1,15
1407,610,987,1,15
1408,610,987,1,15
1409,610,987,1,15
1410,610,987,1,15
1411,610,987,1,15
1412,610,987,1,15
1413,610,987,1,15
1414,610,987,1,15
1415,610,987,1,15


