i,A,B,gcd,modulus operations,t1,t1Units,t2,t2Units
1697,987,1597,1,15,127.083,ms,44.3315,NA
1698,987,1597,1,15,127.249,ms,44.3315,NA
1699,987,1597,1,15,127.453,ms,44.3315,NA
1700,987,1597,1,15,127.553,ms,44.3315,NA
1701,987,1597,1,15,127.674,ms,44.3315,NA
1702,987,1597,1,15,127.83,ms,44.3315,NA
1703,987,1597,1,15,128.035,ms,44.3315,NA
1704,987,1597,1,15,128.288,ms,44.3315,NA
1705,987,1597,1,15,128.375,ms,44.3315,NA
1706,987,1597,1,15,128.511,ms,44.3315,NA
1707,987,1597,1,15,128.675,ms,44.3315,NA
1708,987,1597,1,15,128.837,ms,44.3315,NA
1709,987,1597,1,15,129.001,ms,44.3315,NA
1710,987,1597,1,15,129.11,ms,44.3315,NA
1711,987,1597,1,15,129.341,ms,44.3315,NA
1712,987,1597,1,15,129.393,ms,44.3315,NA
1713,987,1597,1,15,129.546,ms,44.3315,NA
1714,987,1597,1,15,129.951,ms,44.3315,NA
1715,987,1597,1,15,130.019,ms,44.3315,NA
1716,987,1597,1,15,130.156,ms,44.3315,NA
1717,987,1597,1,15,130.308,ms,44.3315,NA
1718,987,1597,1,15,130.439,ms,44.3315,NA
1719,987,1597,1,15,130.614,ms,44.3315,NA
1720,987,1597,1,15,130.869,ms,44.3315,NA
1721,987,1597,1,15,130.973,ms,44.3315,NA
1722,987,1597,1,15,131.092,ms,44.3315,NA
1723,987,1597,1,15,131.241,ms,44.3315,NA
1724,987,1597,1,15,131.468,ms,44.3315,NA
1725,987,1597,1,15,131.607,ms,44.3315,NA
1726,987,1597,1,15,131.779,ms,44.3315,NA
1727,987,1597,1,15,131.971,ms,44.3315,NA
1728,987,1597,1,15,132.201,ms,44.3315,NA
1729,987,1597,1,15,132.251,ms,44.3315,NA
1730,987,1597,1,15,132.429,ms,44.3315,NA
1731,987,1597,1,15,132.572,ms,44.3315,NA
1732,987,1597,1,15,132.741,ms,44.3315,NA
1733,987,1597,1,15,132.966,ms,44.3315,NA
1734,987,1597,1,15,133.048,ms,44.3315,NA
1735,987,1597,1,15,133.278,ms,44.3315,NA
1736,987,1597,1,15,133.373,ms,44.3315,NA
1737,987,1597,1,15,133.718,ms,44.3315,NA
1738,987,1597,1,15,133.661,ms,44.3315,NA
1739,987,1597,1,15,133.888,ms,44.3315,NA
1740,987,1597,1,15,134.085,ms,44.3315,NA
1741,987,1597,1,15,134.186,ms,44.3315,NA
1742,987,1597,1,15,134.357,ms,44.3315,NA
1743,987,1597,1,15,134.55,ms,44.3315,NA
1744,987,1597,1,15,134.715,ms,44.3315,NA
1745,987,1597,1,15,134.871,ms,44.3315,NA
1746,987,1597,1,15,135.034,ms,44.3315,NA
1747,987,1597,1,15,135.179,ms,44.3315,NA
1748,987,1597,1,15,135.366,ms,44.3315,NA
1749,987,1597,1,15,135.552,ms,44.3315,NA
1750,987,1597,1,15,135.728,ms,44.3315,NA
1751,987,1597,1,15,135.882,ms,44.3315,NA
1752,987,1597,1,15,136.029,ms,44.3315,NA
1753,987,1597,1,15,136.206,ms,44.3315,NA
1754,987,1597,1,15,136.391,ms,44.3315,NA
1755,987,1597,1,15,136.506,ms,44.3315,NA
1756,987,1597,1,15,136.692,ms,44.3315,NA
1757,987,1597,1,15,136.845,ms,44.3315,NA
1758,987,1597,1,15,137.089,ms,44.3315,NA
1759,987,1597,1,15,137.268,ms,44.3315,NA
1760,987,1597,1,15,137.385,ms,44.3315,NA
1761,987,1597,1,15,137.543,ms,44.3315,NA
1762,987,1597,1,15,137.739,ms,44.3315,NA
1763,987,1597,1,15,137.863,ms,44.3315,NA
1764,987,1597,1,15,138.12,ms,44.3315,NA
1765,987,1597,1,15,138.262,ms,44.3315,NA
1766,987,1597,1,15,138.384,ms,44.3315,NA
1767,987,1597,1,15,138.514,ms,44.3315,NA
1768,987,1597,1,15,138.719,ms,44.3315,NA
1769,987,1597,1,15,138.847,ms,44.3315,NA
1770,987,1597,1,15,139.092,ms,44.3315,NA
1771,987,1597,1,15,139.198,ms,44.3315,NA
1772,987,1597,1,15,139.377,ms,44.3315,NA
1773,987,1597,1,15,139.56,ms,44.3315,NA
1774,987,1597,1,15,139.725,ms,44.3315,NA
1775,987,1597,1,15,139.905,ms,44.3315,NA
1776,987,1597,1,15,140.032,ms,44.3315,NA
1777,987,1597,1,15,140.217,ms,44.3315,NA
1778,987,1597,1,15,140.387,ms,44.3315,NA
1779,987,1597,1,15,140.526,ms,44.3315,NA
1780,987,1597,1,15,140.672,ms,44.3315,NA
1781,987,1597,1,15,140.891,ms,44.3315,NA
1782,987,1597,1,15,141.042,ms,44.3315,NA
1783,987,1597,1,15,141.163,ms,44.3315,NA
1784,987,1597,1,15,141.401,ms,44.3315,NA
1785,987,1597,1,15,141.612,ms,44.3315,NA
1786,987,1597,1,15,141.723,ms,44.3315,NA
1787,987,1597,1,15,141.908,ms,44.3315,NA
1788,987,1597,1,15,142.084,ms,44.3315,NA
1789,987,1597,1,15,142.239,ms,44.3315,NA
1790,987,1597,1,15,142.386,ms,44.3315,NA
1791,987,1597,1,15,142.597,ms,44.3315,NA
1792,987,1597,1,15,142.739,ms,44.3315,NA
1793,987,1597,1,15,142.959,ms,44.3315,NA
1794,987,1597,1,15,143.084,ms,44.3315,NA
1795,987,1597,1,15,143.236,ms,44.3315,NA
1796,987,1597,1,15,143.444,ms,44.3315,NA
1797,987,1597,1,15,143.632,ms,44.3315,NA
1798,987,1597,1,15,143.733,ms,44.3315,NA
1799,987,1597,1,15,143.991,ms,44.3315,NA
1800,987,1597,1,15,144.119,ms,44.3315,NA
1801,987,1597,1,15,144.429,ms,44.3315,NA
1802,987,1597,1,15,144.522,ms,44.3315,NA
1803,987,1597,1,15,144.581,ms,44.3315,NA
1804,987,1597,1,15,144.77,ms,44.3315,NA
1805,987,1597,1,15,145.032,ms,44.3315,NA
1806,987,1597,1,15,145.209,ms,44.3315,NA
1807,987,1597,1,15,145.283,ms,44.3315,NA
1808,987,1597,1,15,145.462,ms,44.3315,NA
1809,987,1597,1,15,145.653,ms,44.3315,NA
1810,987,1597,1,15,145.773,ms,44.3315,NA
1811,987,1597,1,15,145.997,ms,44.3315,NA
1812,987,1597,1,15,146.217,ms,44.3315,NA
1813,987,1597,1,15,146.355,ms,44.3315,NA
1814,987,1597,1,15,146.511,ms,44.3315,NA
1815,987,1597,1,15,146.551,ms,44.3315,NA
1816,987,1597,1,15,146.86,ms,44.3315,NA
1817,987,1597,1,15,146.97,ms,44.3315,NA
1818,987,1597,1,15,147.24,ms,44.3315,NA
1819,987,1597,1,15,147.416,ms,44.3315,NA
1820,987,1597,1,15,147.659,ms,44.3315,NA
1821,987,1597,1,15,147.717,ms,44.3315,NA
1822,987,1597,1,15,147.961,ms,44.3315,NA
1823,987,1597,1,15,148.037,ms,44.3315,NA
1824,987,1597,1,15,148.247,ms,44.3315,NA
1825,987,1597,1,15,148.42,ms,44.3315,NA
1826,987,1597,1,15,148.542,ms,44.3315,NA
1827,987,1597,1,15,148.884,ms,44.3315,NA
1828,987,1597,1,15,149.085,ms,44.3315,NA
1829,987,1597,1,15,149.21,ms,44.3315,NA
1830,987,1597,1,15,149.3,ms,44.3315,NA
1831,987,1597,1,15,149.388,ms,44.3315,NA
1832,987,1597,1,15,149.547,ms,44.3315,NA
1833,987,1597,1,15,149.82,ms,44.3315,NA
1834,987,1597,1,15,149.985,ms,44.3315,NA
1835,987,1597,1,15,150.184,ms,44.3315,NA
1836,987,1597,1,15,150.327,ms,44.3315,NA
1837,987,1597,1,15,150.509,ms,44.3315,NA
1838,987,1597,1,15,151.227,ms,44.3315,NA
1839,987,1597,1,15,152.503,ms,44.3315,NA
1840,987,1597,1,15,151.071,ms,44.3315,NA
1841,987,1597,1,15,151.226,ms,44.3315,NA
1842,987,1597,1,15,151.442,ms,44.3315,NA
1843,987,1597,1,15,151.693,ms,44.3315,NA
1844,987,1597,1,15,151.678,ms,44.3315,NA
1845,987,1597,1,15,152.003,ms,44.3315,NA
1846,987,1597,1,15,152.191,ms,44.3315,NA
1847,987,1597,1,15,152.444,ms,44.3315,NA
1848,987,1597,1,15,152.333,ms,44.3315,NA
1849,987,1597,1,15,152.576,ms,44.3315,NA
1850,987,1597,1,15,152.773,ms,44.3315,NA
1851,987,1597,1,15,153.103,ms,44.3315,NA
1852,987,1597,1,15,153.181,ms,44.3315,NA
1853,987,1597,1,15,153.319,ms,44.3315,NA
1854,987,1597,1,15,153.504,ms,44.3315,NA
1855,987,1597,1,15,153.667,ms,44.3315,NA
1856,987,1597,1,15,153.777,ms,44.3315,NA
1857,987,1597,1,15,153.895,ms,44.3315,NA
1858,987,1597,1,15,154.174,ms,44.3315,NA
1859,987,1597,1,15,154.277,ms,44.3315,NA
1860,987,1597,1,15,154.536,ms,44.3315,NA
1861,987,1597,1,15,154.968,ms,44.3315,NA
1862,987,1597,1,15,154.969,ms,44.3315,NA
1863,987,1597,1,15,155.162,ms,44.3315,NA
1864,987,1597,1,15,155.175,ms,44.3315,NA
1865,987,1597,1,15,155.369,ms,44.3315,NA
1866,987,1597,1,15,155.648,ms,44.3315,NA
1867,987,1597,1,15,155.77,ms,44.3315,NA
1868,987,1597,1,15,155.954,ms,44.3315,NA
1869,987,1597,1,15,156.164,ms,44.3315,NA
1870,987,1597,1,15,156.28,ms,44.3315,NA
1871,987,1597,1,15,156.49,ms,44.3315,NA
1872,987,1597,1,15,156.702,ms,44.3315,NA
1873,987,1597,1,15,156.898,ms,44.3315,NA
1874,987,1597,1,15,157.035,ms,44.3315,NA
1875,987,1597,1,15,157.18,ms,44.3315,NA
1876,987,1597,1,15,157.37,ms,44.3315,NA
1877,987,1597,1,15,157.567,ms,44.3315,NA
1878,987,1597,1,15,157.746,ms,44.3315,NA
1879,987,1597,1,15,157.935,ms,44.3315,NA
1880,987,1597,1,15,158.119,ms,44.3315,NA
1881,987,1597,1,15,158.288,ms,44.3315,NA
1882,987,1597,1,15,158.383,ms,44.3315,NA
1883,987,1597,1,15,158.649,ms,44.3315,NA
1884,987,1597,1,15,158.857,ms,44.3315,NA
1885,987,1597,1,15,159.031,ms,44.3315,NA
1886,987,1597,1,15,159.244,ms,44.3315,NA
1887,987,1597,1,15,159.387,ms,44.3315,NA
1888,987,1597,1,15,159.495,ms,44.3315,NA
1889,987,1597,1,15,159.739,ms,44.3315,NA
1890,987,1597,1,15,159.932,ms,44.3315,NA
1891,987,1597,1,15,160.055,ms,44.3315,NA
1892,987,1597,1,15,160.259,ms,44.3315,NA
1893,987,1597,1,15,160.415,ms,44.3315,NA
1894,987,1597,1,15,160.562,ms,44.3315,NA
1895,987,1597,1,15,160.798,ms,44.3315,NA
1896,987,1597,1,15,161.063,ms,44.3315,NA
1897,987,1597,1,15,161.068,ms,44.3315,NA
1898,987,1597,1,15,161.404,ms,44.3315,NA
1899,987,1597,1,15,161.507,ms,44.3315,NA
1900,987,1597,1,15,161.722,ms,44.3315,NA
1901,987,1597,1,15,162.02,ms,44.3315,NA
1902,987,1597,1,15,162.075,ms,44.3315,NA
1903,987,1597,1,15,162.275,ms,44.3315,NA
1904,987,1597,1,15,162.442,ms,44.3315,NA
1905,987,1597,1,15,162.647,ms,44.3315,NA
1906,987,1597,1,15,162.812,ms,44.3315,NA
1907,987,1597,1,15,162.932,ms,44.3315,NA
1908,987,1597,1,15,163.208,ms,44.3315,NA
1909,987,1597,1,15,163.368,ms,44.3315,NA
1910,987,1597,1,15,163.54,ms,44.3315,NA
1911,987,1597,1,15,163.685,ms,44.3315,NA
1912,987,1597,1,15,163.845,ms,44.3315,NA
1913,987,1597,1,15,165.805,ms,44.3315,NA
1914,987,1597,1,15,164.119,ms,44.3315,NA
1915,987,1597,1,15,164.452,ms,44.3315,NA
1916,987,1597,1,15,164.599,ms,44.3315,NA
1917,987,1597,1,15,164.83,ms,44.3315,NA
1918,987,1597,1,15,165.016,ms,44.3315,NA
1919,987,1597,1,15,165.083,ms,44.3315,NA
1920,987,1597,1,15,165.33,ms,44.3315,NA
1921,987,1597,1,15,165.508,ms,44.3315,NA
1922,987,1597,1,15,165.837,ms,44.3315,NA
1923,987,1597,1,15,165.998,ms,44.3315,NA
1924,987,1597,1,15,166.204,ms,44.3315,NA
1925,987,1597,1,15,166.255,ms,44.3315,NA
1926,987,1597,1,15,166.595,ms,44.3315,NA
1927,987,1597,1,15,166.663,ms,44.3315,NA
1928,987,1597,1,15,166.844,ms,44.3315,NA
1929,987,1597,1,15,167.064,ms,44.3315,NA
1930,987,1597,1,15,167.147,ms,44.3315,NA
1931,987,1597,1,15,167.365,ms,44.3315,NA
1932,987,1597,1,15,167.554,ms,44.3315,NA
1933,987,1597,1,15,167.731,ms,44.3315,NA
1934,987,1597,1,15,167.922,ms,44.3315,NA
1935,987,1597,1,15,168.126,ms,44.3315,NA
1936,987,1597,1,15,168.304,ms,44.3315,NA
1937,987,1597,1,15,168.546,ms,44.3315,NA
1938,987,1597,1,15,168.689,ms,44.3315,NA
1939,987,1597,1,15,168.808,ms,44.3315,NA
1940,987,1597,1,15,169.007,ms,44.3315,NA
1941,987,1597,1,15,169.288,ms,44.3315,NA
1942,987,1597,1,15,169.519,ms,44.3315,NA
1943,987,1597,1,15,169.643,ms,44.3315,NA
1944,987,1597,1,15,169.815,ms,44.3315,NA
1945,987,1597,1,15,169.98,ms,44.3315,NA
1946,987,1597,1,15,170.173,ms,44.3315,NA
1947,987,1597,1,15,170.37,ms,44.3315,NA
1948,987,1597,1,15,170.534,ms,44.3315,NA
1949,987,1597,1,15,170.773,ms,44.3315,NA
1950,987,1597,1,15,170.886,ms,44.3315,NA
1951,987,1597,1,15,171.09,ms,44.3315,NA
1952,987,1597,1,15,171.187,ms,44.3315,NA
1953,987,1597,1,15,171.392,ms,44.3315,NA
1954,987,1597,1,15,171.763,ms,44.3315,NA
1955,987,1597,1,15,171.891,ms,44.3315,NA
1956,987,1597,1,15,172.034,ms,44.3315,NA
1957,987,1597,1,15,172.269,ms,44.3315,NA
1958,987,1597,1,15,172.58,ms,44.3315,NA
1959,987,1597,1,15,172.545,ms,44.3315,NA
1960,987,1597,1,15,172.771,ms,44.3315,NA
1961,987,1597,1,15,172.994,ms,44.3315,NA
1962,987,1597,1,15,173.06,ms,44.3315,NA
1963,987,1597,1,15,173.327,ms,44.3315,NA
1964,987,1597,1,15,173.56,ms,44.3315,NA
1965,987,1597,1,15,173.627,ms,44.3315,NA
1966,987,1597,1,15,173.885,ms,44.3315,NA
1967,987,1597,1,15,174.093,ms,44.3315,NA
1968,987,1597,1,15,174.34,ms,44.3315,NA
1969,987,1597,1,15,174.418,ms,44.3315,NA
1970,987,1597,1,15,174.764,ms,44.3315,NA
1971,987,1597,1,15,174.87,ms,44.3315,NA
1972,987,1597,1,15,175.07,ms,44.3315,NA
1973,987,1597,1,15,175.312,ms,44.3315,NA
1974,987,1597,1,15,175.461,ms,44.3315,NA
1975,987,1597,1,15,175.686,ms,44.3315,NA
1976,987,1597,1,15,175.804,ms,44.3315,NA
1977,987,1597,1,15,176.081,ms,44.3315,NA
1978,987,1597,1,15,176.132,ms,44.3315,NA
1979,987,1597,1,15,176.369,ms,44.3315,NA
1980,987,1597,1,15,176.558,ms,44.3315,NA
1981,987,1597,1,15,176.758,ms,44.3315,NA
1982,987,1597,1,15,177.06,ms,44.3315,NA
1983,987,1597,1,15,177.07,ms,44.3315,NA
1984,987,1597,1,15,177.294,ms,44.3315,NA
1985,987,1597,1,15,177.547,ms,44.3315,NA
1986,987,1597,1,15,177.715,ms,44.3315,NA
1987,987,1597,1,15,177.839,ms,44.3315,NA
1988,987,1597,1,15,178.078,ms,44.3315,NA
1989,987,1597,1,15,178.423,ms,44.3315,NA
1990,987,1597,1,15,178.475,ms,44.3315,NA
1991,987,1597,1,15,178.716,ms,44.3315,NA
1992,987,1597,1,15,178.997,ms,44.3315,NA
1993,987,1597,1,15,179.061,ms,44.3315,NA
1994,987,1597,1,15,179.19,ms,44.3315,NA
1995,987,1597,1,15,179.413,ms,44.3315,NA
1996,987,1597,1,15,179.635,ms,44.3315,NA
1997,987,1597,1,15,179.832,ms,44.3315,NA
1998,987,1597,1,15,179.937,ms,44.3315,NA
1999,987,1597,1,15,180.237,ms,44.3315,NA
2000,987,1597,1,15,180.39,ms,44.3315,NA
2001,987,1597,1,15,180.602,ms,44.3315,NA
2002,987,1597,1,15,180.709,ms,44.3315,NA
2003,987,1597,1,15,180.979,ms,44.3315,NA
2004,987,1597,1,15,181.12,ms,44.3315,NA
2005,987,1597,1,15,181.316,ms,44.3315,NA
2006,987,1597,1,15,181.556,ms,44.3315,NA
2007,987,1597,1,15,181.68,ms,44.3315,NA
2008,987,1597,1,15,182.055,ms,44.3315,NA
2009,987,1597,1,15,182.144,ms,44.3315,NA
2010,987,1597,1,15,182.304,ms,44.3315,NA
2011,987,1597,1,15,182.514,ms,44.3315,NA
2012,987,1597,1,15,182.667,ms,44.3315,NA
2013,987,1597,1,15,182.823,ms,44.3315,NA
2014,987,1597,1,15,183.071,ms,44.3315,NA
2015,987,1597,1,15,183.304,ms,44.3315,NA
2016,987,1597,1,15,183.47,ms,44.3315,NA
2017,987,1597,1,15,183.658,ms,44.3315,NA
2018,987,1597,1,15,183.825,ms,44.3315,NA
2019,987,1597,1,15,184.105,ms,44.3315,NA
2020,987,1597,1,15,184.26,ms,44.3315,NA
2021,987,1597,1,15,184.546,ms,44.3315,NA
2022,987,1597,1,15,184.721,ms,44.3315,NA
2023,987,1597,1,15,184.809,ms,44.3315,NA
2024,987,1597,1,15,185.148,ms,44.3315,NA
2025,987,1597,1,15,185.301,ms,44.3315,NA
2026,987,1597,1,15,185.372,ms,44.3315,NA
2027,987,1597,1,15,185.606,ms,44.3315,NA
2028,987,1597,1,15,186.139,ms,44.3315,NA
2029,987,1597,1,15,185.999,ms,44.3315,NA
2030,987,1597,1,15,186.226,ms,44.3315,NA
2031,987,1597,1,15,186.369,ms,44.3315,NA
2032,987,1597,1,15,186.545,ms,44.3315,NA
2033,987,1597,1,15,186.726,ms,44.3315,NA
2034,987,1597,1,15,186.974,ms,44.3315,NA
2035,987,1597,1,15,187.184,ms,44.3315,NA
2036,987,1597,1,15,187.398,ms,44.3315,NA
2037,987,1597,1,15,187.799,ms,44.3315,NA
2038,987,1597,1,15,187.754,ms,44.3315,NA
2039,987,1597,1,15,187.929,ms,44.3315,NA
2040,987,1597,1,15,188.129,ms,44.3315,NA
2041,987,1597,1,15,188.375,ms,44.3315,NA
2042,987,1597,1,15,188.576,ms,44.3315,NA
2043,987,1597,1,15,188.805,ms,44.3315,NA
2044,987,1597,1,15,188.919,ms,44.3315,NA
2045,987,1597,1,15,189.187,ms,44.3315,NA
2046,987,1597,1,15,189.33,ms,44.3315,NA
2047,987,1597,1,15,189.514,ms,44.3315,NA
2048,987,1597,1,15,189.599,ms,44.3315,NA
2049,987,1597,1,15,189.973,ms,44.3315,NA
2050,987,1597,1,15,190.116,ms,44.3315,NA
2051,987,1597,1,15,190.272,ms,44.3315,NA
2052,987,1597,1,15,190.528,ms,44.3315,NA
2053,987,1597,1,15,190.772,ms,44.3315,NA
2054,987,1597,1,15,191.045,ms,44.3315,NA
2055,987,1597,1,15,191.154,ms,44.3315,NA
2056,987,1597,1,15,191.378,ms,44.3315,NA
2057,987,1597,1,15,191.675,ms,44.3315,NA
2058,987,1597,1,15,191.711,ms,44.3315,NA
2059,987,1597,1,15,191.92,ms,44.3315,NA
2060,987,1597,1,15,192.144,ms,44.3315,NA
2061,987,1597,1,15,192.332,ms,44.3315,NA
2062,987,1597,1,15,192.518,ms,44.3315,NA
2063,987,1597,1,15,192.817,ms,44.3315,NA
2064,987,1597,1,15,192.902,ms,44.3315,NA
2065,987,1597,1,15,193.14,ms,44.3315,NA
2066,987,1597,1,15,193.224,ms,44.3315,NA
2067,987,1597,1,15,193.507,ms,44.3315,NA
2068,987,1597,1,15,193.745,ms,44.3315,NA
2069,987,1597,1,15,193.979,ms,44.3315,NA
2070,987,1597,1,15,194.044,ms,44.3315,NA
2071,987,1597,1,15,194.381,ms,44.3315,NA
2072,987,1597,1,15,194.423,ms,44.3315,NA
2073,987,1597,1,15,194.66,ms,44.3315,NA
2074,987,1597,1,15,194.896,ms,44.3315,NA
2075,987,1597,1,15,195.184,ms,44.3315,NA
2076,987,1597,1,15,195.375,ms,44.3315,NA
2077,987,1597,1,15,195.516,ms,44.3315,NA
2078,987,1597,1,15,195.756,ms,44.3315,NA
2079,987,1597,1,15,195.911,ms,44.3315,NA
2080,987,1597,1,15,196.124,ms,44.3315,NA
2081,987,1597,1,15,196.318,ms,44.3315,NA
2082,987,1597,1,15,196.45,ms,44.3315,NA
2083,987,1597,1,15,196.638,ms,44.3315,NA
2084,987,1597,1,15,196.993,ms,44.3315,NA
2085,987,1597,1,15,197.148,ms,44.3315,NA
2086,987,1597,1,15,197.323,ms,44.3315,NA
2087,987,1597,1,15,197.723,ms,44.3315,NA
2088,987,1597,1,15,197.673,ms,44.3315,NA
2089,987,1597,1,15,197.918,ms,44.3315,NA
2090,987,1597,1,15,198.131,ms,44.3315,NA
2091,987,1597,1,15,198.246,ms,44.3315,NA
2092,987,1597,1,15,198.586,ms,44.3315,NA
2093,987,1597,1,15,198.735,ms,44.3315,NA
2094,987,1597,1,15,198.925,ms,44.3315,NA
2095,987,1597,1,15,199.108,ms,44.3315,NA
2096,987,1597,1,15,199.325,ms,44.3315,NA
2097,987,1597,1,15,199.64,ms,44.3315,NA
2098,987,1597,1,15,199.786,ms,44.3315,NA
2099,987,1597,1,15,199.87,ms,44.3315,NA
2100,987,1597,1,15,200.179,ms,44.3315,NA
2101,987,1597,1,15,200.395,ms,44.3315,NA
2102,987,1597,1,15,200.403,ms,44.3315,NA
2103,987,1597,1,15,200.77,ms,44.3315,NA
2104,987,1597,1,15,200.992,ms,44.3315,NA
2105,987,1597,1,15,201.195,ms,44.3315,NA
2106,987,1597,1,15,201.505,ms,44.3315,NA
2107,987,1597,1,15,201.56,ms,44.3315,NA
2108,987,1597,1,15,201.81,ms,44.3315,NA
2109,987,1597,1,15,202.086,ms,44.3315,NA
2110,987,1597,1,15,202.148,ms,44.3315,NA
2111,987,1597,1,15,202.302,ms,44.3315,NA
2112,987,1597,1,15,202.57,ms,44.3315,NA
2113,987,1597,1,15,202.797,ms,44.3315,NA
2114,987,1597,1,15,203.265,ms,44.3315,NA
2115,987,1597,1,15,203.18,ms,44.3315,NA
2116,987,1597,1,15,203.394,ms,44.3315,NA
2117,987,1597,1,15,203.669,ms,44.3315,NA
2118,987,1597,1,15,203.853,ms,44.3315,NA
2119,987,1597,1,15,204.051,ms,44.3315,NA
2120,987,1597,1,15,204.242,ms,44.3315,NA
2121,987,1597,1,15,204.445,ms,44.3315,NA
2122,987,1597,1,15,204.642,ms,44.3315,NA
2123,987,1597,1,15,204.8,ms,44.3315,NA
2124,987,1597,1,15,205.068,ms,44.3315,NA
2125,987,1597,1,15,205.249,ms,44.3315,NA
2126,987,1597,1,15,205.502,ms,44.3315,NA
2127,987,1597,1,15,205.651,ms,44.3315,NA
2128,987,1597,1,15,205.902,ms,44.3315,NA
2129,987,1597,1,15,206.121,ms,44.3315,NA
2130,987,1597,1,15,206.325,ms,44.3315,NA
2131,987,1597,1,15,206.505,ms,44.3315,NA
2132,987,1597,1,15,206.617,ms,44.3315,NA
2133,987,1597,1,15,206.905,ms,44.3315,NA
2134,987,1597,1,15,207.096,ms,44.3315,NA
2135,987,1597,1,15,207.283,ms,44.3315,NA
2136,987,1597,1,15,207.49,ms,44.3315,NA
2137,987,1597,1,15,207.801,ms,44.3315,NA
2138,987,1597,1,15,207.944,ms,44.3315,NA
2139,987,1597,1,15,208.139,ms,44.3315,NA
2140,987,1597,1,15,208.39,ms,44.3315,NA
2141,987,1597,1,15,208.543,ms,44.3315,NA
2142,987,1597,1,15,208.749,ms,44.3315,NA
2143,987,1597,1,15,208.821,ms,44.3315,NA
2144,987,1597,1,15,209.215,ms,44.3315,NA
2145,987,1597,1,15,209.406,ms,44.3315,NA
2146,987,1597,1,15,209.67,ms,44.3315,NA
2147,987,1597,1,15,209.833,ms,44.3315,NA
2148,987,1597,1,15,209.981,ms,44.3315,NA
2149,987,1597,1,15,210.251,ms,44.3315,NA
2150,987,1597,1,15,210.414,ms,44.3315,NA
2151,987,1597,1,15,210.643,ms,44.3315,NA
2152,987,1597,1,15,210.86,ms,44.3315,NA
2153,987,1597,1,15,211.039,ms,44.3315,NA
2154,987,1597,1,15,211.281,ms,44.3315,NA
2155,987,1597,1,15,211.421,ms,44.3315,NA
2156,987,1597,1,15,211.595,ms,44.3315,NA
2157,987,1597,1,15,211.845,ms,44.3315,NA
2158,987,1597,1,15,212.11,ms,44.3315,NA
2159,987,1597,1,15,212.32,ms,44.3315,NA
2160,987,1597,1,15,212.556,ms,44.3315,NA
2161,987,1597,1,15,212.896,ms,44.3315,NA
2162,987,1597,1,15,212.973,ms,44.3315,NA
2163,987,1597,1,15,213.146,ms,44.3315,NA
2164,987,1597,1,15,213.242,ms,44.3315,NA
2165,987,1597,1,15,213.534,ms,44.3315,NA
2166,987,1597,1,15,213.832,ms,44.3315,NA
2167,987,1597,1,15,213.983,ms,44.3315,NA
2168,987,1597,1,15,214.206,ms,44.3315,NA
2169,987,1597,1,15,214.331,ms,44.3315,NA
2170,987,1597,1,15,214.611,ms,44.3315,NA
2171,987,1597,1,15,214.764,ms,44.3315,NA
2172,987,1597,1,15,215.028,ms,44.3315,NA
2173,987,1597,1,15,215.216,ms,44.3315,NA
2174,987,1597,1,15,215.398,ms,44.3315,NA
2175,987,1597,1,15,215.818,ms,44.3315,NA
2176,987,1597,1,15,215.9,ms,44.3315,NA
2177,987,1597,1,15,216.157,ms,44.3315,NA
2178,987,1597,1,15,216.157,ms,44.3315,NA
2179,987,1597,1,15,216.502,ms,44.3315,NA
2180,987,1597,1,15,216.745,ms,44.3315,NA
2181,987,1597,1,15,216.989,ms,44.3315,NA
2182,987,1597,1,15,217.125,ms,44.3315,NA
2183,987,1597,1,15,217.362,ms,44.3315,NA
2184,987,1597,1,15,217.481,ms,44.3315,NA
2185,987,1597,1,15,217.841,ms,44.3315,NA
2186,987,1597,1,15,218.091,ms,44.3315,NA
2187,987,1597,1,15,218.264,ms,44.3315,NA
2188,987,1597,1,15,218.507,ms,44.3315,NA
2189,987,1597,1,15,218.668,ms,44.3315,NA
2190,987,1597,1,15,218.869,ms,44.3315,NA
2191,987,1597,1,15,219.05,ms,44.3315,NA
2192,987,1597,1,15,219.337,ms,44.3315,NA
2193,987,1597,1,15,219.545,ms,44.3315,NA
2194,987,1597,1,15,219.568,ms,44.3315,NA
2195,987,1597,1,15,219.844,ms,44.3315,NA
2196,987,1597,1,15,220.048,ms,44.3315,NA
2197,987,1597,1,15,220.361,ms,44.3315,NA
2198,987,1597,1,15,220.458,ms,44.3315,NA
2199,987,1597,1,15,220.754,ms,44.3315,NA
2200,987,1597,1,15,220.998,ms,44.3315,NA
2201,987,1597,1,15,221.123,ms,44.3315,NA
2202,987,1597,1,15,221.479,ms,44.3315,NA
2203,987,1597,1,15,221.519,ms,44.3315,NA
2204,987,1597,1,15,221.84,ms,44.3315,NA
2205,987,1597,1,15,222.075,ms,44.3315,NA
2206,987,1597,1,15,222.263,ms,44.3315,NA
2207,1597,2207,1,15,222.482,ms,44.3315,NA
2208,1597,2207,1,15,222.842,ms,44.3315,NA
2209,1597,2207,1,15,222.901,ms,44.3315,NA
2210,1597,2207,1,15,223.194,ms,44.3315,NA
2211,1597,2207,1,15,223.314,ms,44.3315,NA
2212,1597,2207,1,15,223.512,ms,44.3315,NA
2213,1597,2207,1,15,223.714,ms,44.3315,NA
