i,A,B,gcd,modulus operations,t1,t1Units,t2,t2Units
2380,1597,2207,1,15,261.25,ms,44.7174,NA
2381,1597,2207,1,15,261.537,ms,44.7174,NA
2382,1597,2207,1,15,261.763,ms,44.7174,NA
2383,1597,2207,1,15,262.148,ms,44.7174,NA
2384,1597,2207,1,15,262.203,ms,44.7174,NA
2385,1597,2207,1,15,262.405,ms,44.7174,NA
2386,1597,2207,1,15,262.918,ms,44.7174,NA
2387,1597,2207,1,15,263.007,ms,44.7174,NA
2388,1597,2207,1,15,263.146,ms,44.7174,NA
2389,1597,2207,1,15,263.433,ms,44.7174,NA
2390,1597,2207,1,15,263.542,ms,44.7174,NA
2391,1597,2207,1,15,263.849,ms,44.7174,NA
2392,1597,2207,1,15,264.076,ms,44.7174,NA
2393,1597,2207,1,15,264.401,ms,44.7174,NA
2394,1597,2207,1,15,264.654,ms,44.7174,NA
2395,1597,2207,1,15,264.868,ms,44.7174,NA
2396,1597,2207,1,15,264.971,ms,44.7174,NA
2397,1597,2207,1,15,265.325,ms,44.7174,NA
2398,1597,2207,1,15,265.526,ms,44.7174,NA
2399,1597,2207,1,15,265.755,ms,44.7174,NA
2400,1597,2207,1,15,265.981,ms,44.7174,NA
2401,1597,2207,1,15,266.265,ms,44.7174,NA
2402,1597,2207,1,15,266.443,ms,44.7174,NA
2403,1597,2207,1,15,266.639,ms,44.7174,NA
2404,1597,2207,1,15,267.163,ms,44.7174,NA
2405,1597,2207,1,15,267.018,ms,44.7174,NA
2406,1597,2207,1,15,267.465,ms,44.7174,NA
2407,1597,2207,1,15,267.694,ms,44.7174,NA
2408,1597,2207,1,15,268.016,ms,44.7174,NA
2409,1597,2207,1,15,268.255,ms,44.7174,NA
2410,1597,2207,1,15,268.376,ms,44.7174,NA
2411,1597,2207,1,15,268.706,ms,44.7174,NA
2412,1597,2207,1,15,268.881,ms,44.7174,NA
2413,1597,2207,1,15,269.152,ms,44.7174,NA
2414,1597,2207,1,15,269.281,ms,44.7174,NA
2415,1597,2207,1,15,269.616,ms,44.7174,NA
2416,1597,2207,1,15,269.993,ms,44.7174,NA
2417,1597,2207,1,15,270.26,ms,44.7174,NA
2418,1597,2207,1,15,270.341,ms,44.7174,NA
2419,1597,2207,1,15,271.131,ms,44.7174,NA
2420,1597,2207,1,15,274.207,ms,44.7174,NA
2421,1597,2207,1,15,272.9,ms,44.7174,NA
2422,1597,2207,1,15,271.253,ms,44.7174,NA
2423,1597,2207,1,15,271.559,ms,44.7174,NA
2424,1597,2207,1,15,271.779,ms,44.7174,NA
2425,1597,2207,1,15,271.979,ms,44.7174,NA
2426,1597,2207,1,15,272.025,ms,44.7174,NA
2427,1597,2207,1,15,272.521,ms,44.7174,NA
2428,1597,2207,1,15,272.724,ms,44.7174,NA
2429,1597,2207,1,15,272.862,ms,44.7174,NA
2430,1597,2207,1,15,273.529,ms,44.7174,NA
2431,1597,2207,1,15,273.474,ms,44.7174,NA
2432,1597,2207,1,15,273.56,ms,44.7174,NA
2433,1597,2207,1,15,273.837,ms,44.7174,NA
2434,1597,2207,1,15,274.143,ms,44.7174,NA
2435,1597,2207,1,15,274.423,ms,44.7174,NA
2436,1597,2207,1,15,274.583,ms,44.7174,NA
2437,1597,2207,1,15,274.823,ms,44.7174,NA
2438,1597,2207,1,15,308.027,ms,44.7174,NA
2439,1597,2207,1,15,275.501,ms,44.7174,NA
2440,1597,2207,1,15,275.609,ms,44.7174,NA
2441,1597,2207,1,15,275.946,ms,44.7174,NA
2442,1597,2207,1,15,276.095,ms,44.7174,NA
2443,1597,2207,1,15,276.276,ms,44.7174,NA
2444,1597,2207,1,15,276.838,ms,44.7174,NA
2445,1597,2207,1,15,276.743,ms,44.7174,NA
2446,1597,2207,1,15,277.587,ms,44.7174,NA
2447,1597,2207,1,15,277.54,ms,44.7174,NA
2448,1597,2207,1,15,277.479,ms,44.7174,NA
2449,1597,2207,1,15,277.756,ms,44.7174,NA
2450,1597,2207,1,15,278.109,ms,44.7174,NA
2451,1597,2207,1,15,278.23,ms,44.7174,NA
2452,1597,2207,1,15,278.769,ms,44.7174,NA
2453,1597,2207,1,15,278.867,ms,44.7174,NA
2454,1597,2207,1,15,279.068,ms,44.7174,NA
2455,1597,2207,1,15,280.572,ms,44.7174,NA
2456,1597,2207,1,15,282.605,ms,44.7174,NA
2457,1597,2207,1,15,282.463,ms,44.7174,NA
2458,1597,2207,1,15,279.866,ms,44.7174,NA
2459,1597,2207,1,15,280.404,ms,44.7174,NA
2460,1597,2207,1,15,280.436,ms,44.7174,NA
2461,1597,2207,1,15,280.612,ms,44.7174,NA
2462,1597,2207,1,15,281.065,ms,44.7174,NA
2463,1597,2207,1,15,281.107,ms,44.7174,NA
2464,1597,2207,1,15,281.412,ms,44.7174,NA
2465,1597,2207,1,15,281.591,ms,44.7174,NA
2466,1597,2207,1,15,281.92,ms,44.7174,NA
2467,1597,2207,1,15,282.07,ms,44.7174,NA
2468,1597,2207,1,15,282.278,ms,44.7174,NA
2469,1597,2207,1,15,282.768,ms,44.7174,NA
2470,1597,2207,1,15,282.838,ms,44.7174,NA
2471,1597,2207,1,15,283.115,ms,44.7174,NA
2472,1597,2207,1,15,283.151,ms,44.7174,NA
2473,1597,2207,1,15,283.707,ms,44.7174,NA
2474,1597,2207,1,15,283.683,ms,44.7174,NA
2475,1597,2207,1,15,283.952,ms,44.7174,NA
2476,1597,2207,1,15,284.359,ms,44.7174,NA
2477,1597,2207,1,15,284.443,ms,44.7174,NA
2478,1597,2207,1,15,284.745,ms,44.7174,NA
2479,1597,2207,1,15,284.872,ms,44.7174,NA
2480,1597,2207,1,15,285.221,ms,44.7174,NA
2481,1597,2207,1,15,285.651,ms,44.7174,NA
2482,1597,2207,1,15,285.621,ms,44.7174,NA
2483,1597,2207,1,15,286.202,ms,44.7174,NA
2484,1597,2207,1,15,286.203,ms,44.7174,NA
2485,1597,2207,1,15,286.371,ms,44.7174,NA
2486,1597,2207,1,15,286.659,ms,44.7174,NA
2487,1597,2207,1,15,287.07,ms,44.7174,NA
2488,1597,2207,1,15,288.106,ms,44.7174,NA
2489,1597,2207,1,15,287.413,ms,44.7174,NA
2490,1597,2207,1,15,287.68,ms,44.7174,NA
2491,1597,2207,1,15,287.971,ms,44.7174,NA
2492,1597,2207,1,15,288.157,ms,44.7174,NA
2493,1597,2207,1,15,288.37,ms,44.7174,NA
2494,1597,2207,1,15,288.947,ms,44.7174,NA
2495,1597,2207,1,15,288.962,ms,44.7174,NA
2496,1597,2207,1,15,289.094,ms,44.7174,NA
2497,1597,2207,1,15,289.387,ms,44.7174,NA
2498,1597,2207,1,15,289.661,ms,44.7174,NA
2499,1597,2207,1,15,289.867,ms,44.7174,NA
2500,1597,2207,1,15,290.092,ms,44.7174,NA
2501,1597,2207,1,15,290.387,ms,44.7174,NA
2502,1597,2207,1,15,290.811,ms,44.7174,NA
2503,1597,2207,1,15,290.84,ms,44.7174,NA
2504,1597,2207,1,15,291.409,ms,44.7174,NA
2505,1597,2207,1,15,291.659,ms,44.7174,NA
2506,1597,2207,1,15,291.552,ms,44.7174,NA
2507,1597,2207,1,15,291.827,ms,44.7174,NA
2508,1597,2207,1,15,292.065,ms,44.7174,NA
2509,1597,2207,1,15,292.226,ms,44.7174,NA
2510,1597,2207,1,15,292.519,ms,44.7174,NA
2511,1597,2207,1,15,292.871,ms,44.7174,NA
2512,1597,2207,1,15,293.158,ms,44.7174,NA
2513,1597,2207,1,15,293.384,ms,44.7174,NA
2514,1597,2207,1,15,293.711,ms,44.7174,NA
2515,1597,2207,1,15,293.826,ms,44.7174,NA
2516,1597,2207,1,15,293.999,ms,44.7174,NA
2517,1597,2207,1,15,294.278,ms,44.7174,NA
2518,1597,2207,1,15,294.626,ms,44.7174,NA
2519,1597,2207,1,15,294.78,ms,44.7174,NA
2520,1597,2207,1,15,295.008,ms,44.7174,NA
2521,1597,2207,1,15,295.27,ms,44.7174,NA
2522,1597,2207,1,15,295.749,ms,44.7174,NA
2523,1597,2207,1,15,295.784,ms,44.7174,NA
2524,1597,2207,1,15,296.278,ms,44.7174,NA
2525,1597,2207,1,15,296.337,ms,44.7174,NA
2526,1597,2207,1,15,296.476,ms,44.7174,NA
2527,1597,2207,1,15,296.762,ms,44.7174,NA
2528,1597,2207,1,15,297.132,ms,44.7174,NA
2529,1597,2207,1,15,297.293,ms,44.7174,NA
2530,1597,2207,1,15,297.543,ms,44.7174,NA
2531,1597,2207,1,15,297.779,ms,44.7174,NA
2532,1597,2207,1,15,298.245,ms,44.7174,NA
2533,1597,2207,1,15,298.266,ms,44.7174,NA
2534,1597,2207,1,15,298.787,ms,44.7174,NA
2535,1597,2207,1,15,298.791,ms,44.7174,NA
2536,1597,2207,1,15,299.164,ms,44.7174,NA
2537,1597,2207,1,15,299.275,ms,44.7174,NA
2538,1597,2207,1,15,299.564,ms,44.7174,NA
2539,1597,2207,1,15,299.867,ms,44.7174,NA
2540,1597,2207,1,15,300.046,ms,44.7174,NA
2541,1597,2207,1,15,300.462,ms,44.7174,NA
2542,1597,2207,1,15,300.68,ms,44.7174,NA
2543,1597,2207,1,15,300.768,ms,44.7174,NA
2544,1597,2207,1,15,301.174,ms,44.7174,NA
2545,1597,2207,1,15,301.334,ms,44.7174,NA
2546,1597,2207,1,15,301.513,ms,44.7174,NA
2547,1597,2207,1,15,301.691,ms,44.7174,NA
2548,1597,2207,1,15,302.082,ms,44.7174,NA
2549,1597,2207,1,15,302.273,ms,44.7174,NA
2550,1597,2207,1,15,302.445,ms,44.7174,NA
2551,1597,2207,1,15,302.836,ms,44.7174,NA
2552,1597,2207,1,15,303.25,ms,44.7174,NA
2553,1597,2207,1,15,303.243,ms,44.7174,NA
2554,1597,2207,1,15,303.508,ms,44.7174,NA
2555,1597,2207,1,15,303.891,ms,44.7174,NA
2556,1597,2207,1,15,304.174,ms,44.7174,NA
2557,1597,2207,1,15,304.464,ms,44.7174,NA
2558,1597,2207,1,15,304.582,ms,44.7174,NA
2559,1597,2207,1,15,304.876,ms,44.7174,NA
2560,1597,2207,1,15,305.04,ms,44.7174,NA
2561,1597,2207,1,15,305.467,ms,44.7174,NA
2562,1597,2207,1,15,305.827,ms,44.7174,NA
2563,1597,2207,1,15,305.84,ms,44.7174,NA
2564,1597,2207,1,15,306.329,ms,44.7174,NA
2565,1597,2207,1,15,306.311,ms,44.7174,NA
2566,1597,2207,1,15,306.731,ms,44.7174,NA
2567,1597,2207,1,15,306.889,ms,44.7174,NA
2568,1597,2207,1,15,307.063,ms,44.7174,NA
2569,1597,2207,1,15,307.327,ms,44.7174,NA
2570,1597,2207,1,15,307.646,ms,44.7174,NA
2571,1597,2207,1,15,307.968,ms,44.7174,NA
2572,1597,2207,1,15,308.21,ms,44.7174,NA
2573,1597,2207,1,15,308.333,ms,44.7174,NA
2574,1597,2207,1,15,308.881,ms,44.7174,NA
2575,1597,2207,1,15,308.913,ms,44.7174,NA
2576,1597,2207,1,15,309.084,ms,44.7174,NA
2577,1597,2207,1,15,309.504,ms,44.7174,NA
2578,1597,2207,1,15,309.702,ms,44.7174,NA
2579,1597,2207,1,15,309.881,ms,44.7174,NA
2580,1597,2207,1,15,310.117,ms,44.7174,NA
2581,1597,2207,1,15,310.628,ms,44.7174,NA
2582,1597,2207,1,15,310.614,ms,44.7174,NA
2583,1597,2207,1,15,311.182,ms,44.7174,NA
2584,1597,2584,1,16,311.18,ms,201.978,s
2585,1597,2584,1,16,311.303,ms,201.978,NA
2586,1597,2584,1,16,311.709,ms,201.978,NA
2587,1597,2584,1,16,312.039,ms,201.978,NA
2588,1597,2584,1,16,312.29,ms,201.978,NA
2589,1597,2584,1,16,312.422,ms,201.978,NA
2590,1597,2584,1,16,312.748,ms,201.978,NA
2591,1597,2584,1,16,313.053,ms,201.978,NA
2592,1597,2584,1,16,313.243,ms,201.978,NA
2593,1597,2584,1,16,313.819,ms,201.978,NA
2594,1597,2584,1,16,313.848,ms,201.978,NA
2595,1597,2584,1,16,314.064,ms,201.978,NA
2596,1597,2584,1,16,314.282,ms,201.978,NA
2597,1597,2584,1,16,314.572,ms,201.978,NA
2598,1597,2584,1,16,314.767,ms,201.978,NA
2599,1597,2584,1,16,315.038,ms,201.978,NA
2600,1597,2584,1,16,315.477,ms,201.978,NA
2601,1597,2584,1,16,315.595,ms,201.978,NA
2602,1597,2584,1,16,316.004,ms,201.978,NA
2603,1597,2584,1,16,316.164,ms,201.978,NA
2604,1597,2584,1,16,316.365,ms,201.978,NA
2605,1597,2584,1,16,316.785,ms,201.978,NA
2606,1597,2584,1,16,317.194,ms,201.978,NA
2607,1597,2584,1,16,317.125,ms,201.978,NA
2608,1597,2584,1,16,317.42,ms,201.978,NA
2609,1597,2584,1,16,317.666,ms,201.978,NA
2610,1597,2584,1,16,317.978,ms,201.978,NA
2611,1597,2584,1,16,318.155,ms,201.978,NA
2612,1597,2584,1,16,318.725,ms,201.978,NA
2613,1597,2584,1,16,318.543,ms,201.978,NA
2614,1597,2584,1,16,319.034,ms,201.978,NA
2615,1597,2584,1,16,319.261,ms,201.978,NA
2616,1597,2584,1,16,319.452,ms,201.978,NA
2617,1597,2584,1,16,319.744,ms,201.978,NA
2618,1597,2584,1,16,320.022,ms,201.978,NA
2619,1597,2584,1,16,320.453,ms,201.978,NA
2620,1597,2584,1,16,320.482,ms,201.978,NA
2621,1597,2584,1,16,321.105,ms,201.978,NA
2622,1597,2584,1,16,321.039,ms,201.978,NA
2623,1597,2584,1,16,321.314,ms,201.978,NA
2624,1597,2584,1,16,321.661,ms,201.978,NA
2625,1597,2584,1,16,321.81,ms,201.978,NA
2626,1597,2584,1,16,322.049,ms,201.978,NA
2627,1597,2584,1,16,322.295,ms,201.978,NA
2628,1597,2584,1,16,322.716,ms,201.978,NA
2629,1597,2584,1,16,322.852,ms,201.978,NA
2630,1597,2584,1,16,323.328,ms,201.978,NA
2631,1597,2584,1,16,323.454,ms,201.978,NA
2632,1597,2584,1,16,323.605,ms,201.978,NA
2633,1597,2584,1,16,365.952,ms,201.978,NA
2634,1597,2584,1,16,324.223,ms,201.978,NA
2635,1597,2584,1,16,324.393,ms,201.978,NA
2636,1597,2584,1,16,324.632,ms,201.978,NA
2637,1597,2584,1,16,325.029,ms,201.978,NA
2638,1597,2584,1,16,325.189,ms,201.978,NA
2639,1597,2584,1,16,325.643,ms,201.978,NA
2640,1597,2584,1,16,325.712,ms,201.978,NA
2641,1597,2584,1,16,325.957,ms,201.978,NA
2642,1597,2584,1,16,326.062,ms,201.978,NA
2643,1597,2584,1,16,326.524,ms,201.978,NA
2644,1597,2584,1,16,326.772,ms,201.978,NA
2645,1597,2584,1,16,327.088,ms,201.978,NA
2646,1597,2584,1,16,327.413,ms,201.978,NA
2647,1597,2584,1,16,327.687,ms,201.978,NA
2648,1597,2584,1,16,328.157,ms,201.978,NA
2649,1597,2584,1,16,328.214,ms,201.978,NA
2650,1597,2584,1,16,328.428,ms,201.978,NA
2651,1597,2584,1,16,328.642,ms,201.978,NA
2652,1597,2584,1,16,328.962,ms,201.978,NA
2653,1597,2584,1,16,329.114,ms,201.978,NA
2654,1597,2584,1,16,329.578,ms,201.978,NA
2655,1597,2584,1,16,329.824,ms,201.978,NA
2656,1597,2584,1,16,330.014,ms,201.978,NA
2657,1597,2584,1,16,330.31,ms,201.978,NA
2658,1597,2584,1,16,330.636,ms,201.978,NA
2659,1597,2584,1,16,330.729,ms,201.978,NA
2660,1597,2584,1,16,331.01,ms,201.978,NA
2661,1597,2584,1,16,331.264,ms,201.978,NA
2662,1597,2584,1,16,331.692,ms,201.978,NA
2663,1597,2584,1,16,364.327,ms,201.978,NA
2664,1597,2584,1,16,332.257,ms,201.978,NA
2665,1597,2584,1,16,332.429,ms,201.978,NA
2666,1597,2584,1,16,332.936,ms,201.978,NA
2667,1597,2584,1,16,332.784,ms,201.978,NA
2668,1597,2584,1,16,332.992,ms,201.978,NA
2669,1597,2584,1,16,333.479,ms,201.978,NA
2670,1597,2584,1,16,333.645,ms,201.978,NA
2671,1597,2584,1,16,333.706,ms,201.978,NA
2672,1597,2584,1,16,334.14,ms,201.978,NA
2673,1597,2584,1,16,334.538,ms,201.978,NA
2674,1597,2584,1,16,334.679,ms,201.978,NA
2675,1597,2584,1,16,335.082,ms,201.978,NA
2676,1597,2584,1,16,335.232,ms,201.978,NA
2677,1597,2584,1,16,335.493,ms,201.978,NA
2678,1597,2584,1,16,335.793,ms,201.978,NA
2679,1597,2584,1,16,335.705,ms,201.978,NA
2680,1597,2584,1,16,336.158,ms,201.978,NA
2681,1597,2584,1,16,338.369,ms,201.978,NA
2682,1597,2584,1,16,337.314,ms,201.978,NA
2683,1597,2584,1,16,337.091,ms,201.978,NA
2684,1597,2584,1,16,337.589,ms,201.978,NA
2685,1597,2584,1,16,337.606,ms,201.978,NA
2686,1597,2584,1,16,338.117,ms,201.978,NA
2687,1597,2584,1,16,338.251,ms,201.978,NA
2688,1597,2584,1,16,338.509,ms,201.978,NA
2689,1597,2584,1,16,338.783,ms,201.978,NA
2690,1597,2584,1,16,338.99,ms,201.978,NA
2691,1597,2584,1,16,339.396,ms,201.978,NA
2692,1597,2584,1,16,339.434,ms,201.978,NA
2693,1597,2584,1,16,340.034,ms,201.978,NA
2694,1597,2584,1,16,340.001,ms,201.978,NA
2695,1597,2584,1,16,340.507,ms,201.978,NA
2696,1597,2584,1,16,340.602,ms,201.978,NA
2697,1597,2584,1,16,340.76,ms,201.978,NA
2698,1597,2584,1,16,341.038,ms,201.978,NA
2699,1597,2584,1,16,341.61,ms,201.978,NA
2700,1597,2584,1,16,341.763,ms,201.978,NA
2701,1597,2584,1,16,341.848,ms,201.978,NA
2702,1597,2584,1,16,342.464,ms,201.978,NA
2703,1597,2584,1,16,342.365,ms,201.978,NA
2704,1597,2584,1,16,342.664,ms,201.978,NA
2705,1597,2584,1,16,342.89,ms,201.978,NA
2706,1597,2584,1,16,343.12,ms,201.978,NA
2707,1597,2584,1,16,343.471,ms,201.978,NA
2708,1597,2584,1,16,344.098,ms,201.978,NA
2709,1597,2584,1,16,344.098,ms,201.978,NA
2710,1597,2584,1,16,344.513,ms,201.978,NA
2711,1597,2584,1,16,344.57,ms,201.978,NA
2712,1597,2584,1,16,344.925,ms,201.978,NA
2713,1597,2584,1,16,345.299,ms,201.978,NA
2714,1597,2584,1,16,345.353,ms,201.978,NA
2715,1597,2584,1,16,345.725,ms,201.978,NA
2716,1597,2584,1,16,346.045,ms,201.978,NA
2717,1597,2584,1,16,346.373,ms,201.978,NA
2718,1597,2584,1,16,346.493,ms,201.978,NA
2719,1597,2584,1,16,346.988,ms,201.978,NA
2720,1597,2584,1,16,347.124,ms,201.978,NA
2721,1597,2584,1,16,347.296,ms,201.978,NA
2722,1597,2584,1,16,347.407,ms,201.978,NA
2723,1597,2584,1,16,347.81,ms,201.978,NA
2724,1597,2584,1,16,348.106,ms,201.978,NA
2725,1597,2584,1,16,348.604,ms,201.978,NA
2726,1597,2584,1,16,348.69,ms,201.978,NA
2727,1597,2584,1,16,348.919,ms,201.978,NA
2728,1597,2584,1,16,349.438,ms,201.978,NA
2729,1597,2584,1,16,349.501,ms,201.978,NA
2730,1597,2584,1,16,349.808,ms,201.978,NA
2731,1597,2584,1,16,350.074,ms,201.978,NA
2732,1597,2584,1,16,350.312,ms,201.978,NA
2733,1597,2584,1,16,350.56,ms,201.978,NA
2734,1597,2584,1,16,350.966,ms,201.978,NA
2735,1597,2584,1,16,351.088,ms,201.978,NA
2736,1597,2584,1,16,351.767,ms,201.978,NA
2737,1597,2584,1,16,351.686,ms,201.978,NA
2738,1597,2584,1,16,352,ms,201.978,NA
2739,1597,2584,1,16,352.471,ms,201.978,NA
2740,1597,2584,1,16,352.599,ms,201.978,NA
2741,1597,2584,1,16,352.767,ms,201.978,NA
2742,1597,2584,1,16,353.374,ms,201.978,NA
2743,1597,2584,1,16,353.485,ms,201.978,NA
2744,1597,2584,1,16,353.62,ms,201.978,NA
2745,1597,2584,1,16,354.152,ms,201.978,NA
2746,1597,2584,1,16,354.304,ms,201.978,NA
2747,1597,2584,1,16,354.481,ms,201.978,NA
2748,1597,2584,1,16,354.817,ms,201.978,NA
2749,1597,2584,1,16,355.036,ms,201.978,NA
2750,1597,2584,1,16,355.268,ms,201.978,NA
2751,1597,2584,1,16,355.694,ms,201.978,NA
2752,1597,2584,1,16,355.751,ms,201.978,NA
2753,1597,2584,1,16,356.296,ms,201.978,NA
2754,1597,2584,1,16,356.443,ms,201.978,NA
2755,1597,2584,1,16,356.586,ms,201.978,NA
2756,1597,2584,1,16,356.874,ms,201.978,NA
2757,1597,2584,1,16,357.155,ms,201.978,NA
2758,1597,2584,1,16,357.385,ms,201.978,NA
2759,1597,2584,1,16,357.94,ms,201.978,NA
2760,1597,2584,1,16,358.091,ms,201.978,NA
2761,1597,2584,1,16,358.517,ms,201.978,NA
2762,1597,2584,1,16,358.644,ms,201.978,NA
2763,1597,2584,1,16,358.862,ms,201.978,NA
2764,1597,2584,1,16,359.297,ms,201.978,NA
2765,1597,2584,1,16,359.379,ms,201.978,NA
2766,1597,2584,1,16,359.518,ms,201.978,NA
2767,1597,2584,1,16,359.957,ms,201.978,NA
2768,1597,2584,1,16,360.409,ms,201.978,NA
2769,1597,2584,1,16,360.423,ms,201.978,NA
2770,1597,2584,1,16,362.085,ms,201.978,NA
2771,1597,2584,1,16,361.062,ms,201.978,NA
2772,1597,2584,1,16,361.345,ms,201.978,NA
2773,1597,2584,1,16,361.716,ms,201.978,NA
2774,1597,2584,1,16,361.861,ms,201.978,NA
2775,1597,2584,1,16,362.141,ms,201.978,NA
2776,1597,2584,1,16,362.834,ms,201.978,NA
2777,1597,2584,1,16,362.646,ms,201.978,NA
2778,1597,2584,1,16,363.299,ms,201.978,NA
2779,1597,2584,1,16,363.377,ms,201.978,NA
2780,1597,2584,1,16,363.449,ms,201.978,NA
2781,1597,2584,1,16,363.846,ms,201.978,NA
2782,1597,2584,1,16,364.121,ms,201.978,NA
2783,1597,2584,1,16,364.421,ms,201.978,NA
2784,1597,2584,1,16,364.806,ms,201.978,NA
2785,1597,2584,1,16,364.859,ms,201.978,NA
2786,1597,2584,1,16,365.321,ms,201.978,NA
2787,1597,2584,1,16,365.497,ms,201.978,NA
2788,1597,2584,1,16,365.886,ms,201.978,NA
2789,1597,2584,1,16,366.124,ms,201.978,NA
2790,1597,2584,1,16,366.197,ms,201.978,NA
2791,1597,2584,1,16,366.793,ms,201.978,NA
2792,1597,2584,1,16,367.067,ms,201.978,NA
2793,1597,2584,1,16,367.14,ms,201.978,NA
2794,1597,2584,1,16,367.82,ms,201.978,NA
2795,1597,2584,1,16,367.793,ms,201.978,NA
2796,1597,2584,1,16,368.058,ms,201.978,NA
2797,1597,2584,1,16,368.478,ms,201.978,NA
2798,1597,2584,1,16,368.658,ms,201.978,NA
2799,1597,2584,1,16,368.953,ms,201.978,NA
2800,1597,2584,1,16,369.186,ms,201.978,NA
2801,1597,2584,1,16,369.454,ms,201.978,NA
2802,1597,2584,1,16,369.997,ms,201.978,NA
2803,1597,2584,1,16,370.025,ms,201.978,NA
2804,1597,2584,1,16,370.237,ms,201.978,NA
2805,1597,2584,1,16,370.67,ms,201.978,NA
2806,1597,2584,1,16,370.871,ms,201.978,NA
2807,1597,2584,1,16,371.241,ms,201.978,NA
2808,1597,2584,1,16,371.382,ms,201.978,NA
2809,1597,2584,1,16,371.75,ms,201.978,NA
2810,1597,2584,1,16,372.172,ms,201.978,NA
2811,1597,2584,1,16,372.214,ms,201.978,NA
2812,1597,2584,1,16,372.665,ms,201.978,NA
2813,1597,2584,1,16,372.744,ms,201.978,NA
2814,1597,2584,1,16,373.016,ms,201.978,NA
2815,1597,2584,1,16,373.375,ms,201.978,NA
2816,1597,2584,1,16,373.635,ms,201.978,NA
2817,1597,2584,1,16,374.004,ms,201.978,NA
2818,1597,2584,1,16,374.438,ms,201.978,NA
2819,1597,2584,1,16,374.614,ms,201.978,NA
2820,1597,2584,1,16,374.824,ms,201.978,NA
2821,1597,2584,1,16,375.106,ms,201.978,NA
2822,1597,2584,1,16,375.386,ms,201.978,NA
2823,1597,2584,1,16,375.753,ms,201.978,NA
2824,1597,2584,1,16,376,ms,201.978,NA
2825,1597,2584,1,16,376.276,ms,201.978,NA
2826,1597,2584,1,16,376.85,ms,201.978,NA
2827,1597,2584,1,16,376.731,ms,201.978,NA
2828,1597,2584,1,16,377.028,ms,201.978,NA
2829,1597,2584,1,16,377.327,ms,201.978,NA
2830,1597,2584,1,16,377.569,ms,201.978,NA
2831,1597,2584,1,16,378.156,ms,201.978,NA
2832,1597,2584,1,16,378.178,ms,201.978,NA
2833,1597,2584,1,16,378.522,ms,201.978,NA
2834,1597,2584,1,16,379.16,ms,201.978,NA
2835,1597,2584,1,16,378.957,ms,201.978,NA
2836,1597,2584,1,16,379.181,ms,201.978,NA
2837,1597,2584,1,16,379.601,ms,201.978,NA
2838,1597,2584,1,16,379.837,ms,201.978,NA
2839,1597,2584,1,16,380.092,ms,201.978,NA
2840,1597,2584,1,16,380.419,ms,201.978,NA
2841,1597,2584,1,16,380.777,ms,201.978,NA
2842,1597,2584,1,16,381.42,ms,201.978,NA
2843,1597,2584,1,16,381.194,ms,201.978,NA
2844,1597,2584,1,16,381.579,ms,201.978,NA
2845,1597,2584,1,16,382.003,ms,201.978,NA
2846,1597,2584,1,16,382.094,ms,201.978,NA
2847,1597,2584,1,16,382.499,ms,201.978,NA
2848,1597,2584,1,16,382.748,ms,201.978,NA
2849,1597,2584,1,16,383.094,ms,201.978,NA
2850,1597,2584,1,16,383.418,ms,201.978,NA
2851,1597,2584,1,16,383.522,ms,201.978,NA
2852,1597,2584,1,16,383.914,ms,201.978,NA
2853,1597,2584,1,16,384.254,ms,201.978,NA
2854,1597,2584,1,16,384.383,ms,201.978,NA
2855,1597,2584,1,16,384.705,ms,201.978,NA
2856,1597,2584,1,16,385.164,ms,201.978,NA
2857,1597,2584,1,16,385.291,ms,201.978,NA
2858,1597,2584,1,16,385.883,ms,201.978,NA
2859,1597,2584,1,16,385.815,ms,201.978,NA
2860,1597,2584,1,16,386.096,ms,201.978,NA
2861,1597,2584,1,16,385.816,ms,201.978,NA
2862,1597,2584,1,16,386.755,ms,201.978,NA
2863,1597,2584,1,16,386.945,ms,201.978,NA
2864,1597,2584,1,16,387.292,ms,201.978,NA
2865,1597,2584,1,16,387.807,ms,201.978,NA
2866,1597,2584,1,16,387.94,ms,201.978,NA
2867,1597,2584,1,16,388.099,ms,201.978,NA
2868,1597,2584,1,16,388.465,ms,201.978,NA
2869,1597,2584,1,16,388.665,ms,201.978,NA
2870,1597,2584,1,16,389.107,ms,201.978,NA
2871,1597,2584,1,16,389.397,ms,201.978,NA
2872,1597,2584,1,16,389.637,ms,201.978,NA
2873,1597,2584,1,16,390.144,ms,201.978,NA
2874,1597,2584,1,16,390.13,ms,201.978,NA
2875,1597,2584,1,16,390.501,ms,201.978,NA
2876,1597,2584,1,16,390.76,ms,201.978,NA
2877,1597,2584,1,16,390.893,ms,201.978,NA
2878,1597,2584,1,16,391.337,ms,201.978,NA
2879,1597,2584,1,16,391.634,ms,201.978,NA
2880,1597,2584,1,16,391.976,ms,201.978,NA
2881,1597,2584,1,16,392.347,ms,201.978,NA
2882,1597,2584,1,16,392.531,ms,201.978,NA
2883,1597,2584,1,16,392.854,ms,201.978,NA
2884,1597,2584,1,16,392.914,ms,201.978,NA
2885,1597,2584,1,16,393.383,ms,201.978,NA
2886,1597,2584,1,16,393.628,ms,201.978,NA
2887,1597,2584,1,16,394.047,ms,201.978,NA
2888,1597,2584,1,16,394.526,ms,201.978,NA
