given min = 8 and max = 1.7e+308
predicted solutions are
predicted_i, predicted_A, predicted_B, predicted_gcd,predicted_modcalls
1.0598e+106,6.54992e+105,1.0598e+106,1,507
1.71479e+106,1.0598e+106,1.71479e+106,1,508
2.77459e+106,1.71479e+106,2.77459e+106,1,509
4.48938e+106,2.77459e+106,4.48938e+106,1,510
7.26398e+106,4.48938e+106,7.26398e+106,1,511
1.17534e+107,7.26398e+106,1.17534e+107,1,512
1.90173e+107,1.17534e+107,1.90173e+107,1,513
3.07707e+107,1.90173e+107,3.07707e+107,1,514
4.9788e+107,3.07707e+107,4.9788e+107,1,515
8.05587e+107,4.9788e+107,8.05587e+107,1,516
1.30347e+108,8.05587e+107,1.30347e+108,1,517
2.10906e+108,1.30347e+108,2.10906e+108,1,518
3.41252e+108,2.10906e+108,3.41252e+108,1,519
5.52158e+108,3.41252e+108,5.52158e+108,1,520
8.9341e+108,5.52158e+108,8.9341e+108,1,521
1.44557e+109,8.9341e+108,1.44557e+109,1,522
2.33898e+109,1.44557e+109,2.33898e+109,1,523
3.78455e+109,2.33898e+109,3.78455e+109,1,524
6.12352e+109,3.78455e+109,6.12352e+109,1,525
9.90807e+109,6.12352e+109,9.90807e+109,1,526
1.60316e+110,9.90807e+109,1.60316e+110,1,527
2.59397e+110,1.60316e+110,2.59397e+110,1,528
4.19713e+110,2.59397e+110,4.19713e+110,1,529
6.79109e+110,4.19713e+110,6.79109e+110,1,530
1.09882e+111,6.79109e+110,1.09882e+111,1,531
1.77793e+111,1.09882e+111,1.77793e+111,1,532
2.87675e+111,1.77793e+111,2.87675e+111,1,533
4.65468e+111,2.87675e+111,4.65468e+111,1,534
7.53144e+111,4.65468e+111,7.53144e+111,1,535
1.21861e+112,7.53144e+111,1.21861e+112,1,536
1.97176e+112,1.21861e+112,1.97176e+112,1,537
3.19037e+112,1.97176e+112,3.19037e+112,1,538
5.16212e+112,3.19037e+112,5.16212e+112,1,539
8.35249e+112,5.16212e+112,8.35249e+112,1,540
1.35146e+113,8.35249e+112,1.35146e+113,1,541
2.18671e+113,1.35146e+113,2.18671e+113,1,542
3.53817e+113,2.18671e+113,3.53817e+113,1,543
5.72488e+113,3.53817e+113,5.72488e+113,1,544
9.26305e+113,5.72488e+113,9.26305e+113,1,545
1.49879e+114,9.26305e+113,1.49879e+114,1,546
2.4251e+114,1.49879e+114,2.4251e+114,1,547
3.92389e+114,2.4251e+114,3.92389e+114,1,548
6.34899e+114,3.92389e+114,6.34899e+114,1,549
1.02729e+115,6.34899e+114,1.02729e+115,1,550
1.66219e+115,1.02729e+115,1.66219e+115,1,551
2.68948e+115,1.66219e+115,2.68948e+115,1,552
4.35166e+115,2.68948e+115,4.35166e+115,1,553
7.04114e+115,4.35166e+115,7.04114e+115,1,554
1.13928e+116,7.04114e+115,1.13928e+116,1,555
1.84339e+116,1.13928e+116,1.84339e+116,1,556
2.98267e+116,1.84339e+116,2.98267e+116,1,557
4.82607e+116,2.98267e+116,4.82607e+116,1,558
7.80874e+116,4.82607e+116,7.80874e+116,1,559
1.26348e+117,7.80874e+116,1.26348e+117,1,560
2.04436e+117,1.26348e+117,2.04436e+117,1,561
3.30784e+117,2.04436e+117,3.30784e+117,1,562
5.35219e+117,3.30784e+117,5.35219e+117,1,563
8.66003e+117,5.35219e+117,8.66003e+117,1,564
1.40122e+118,8.66003e+117,1.40122e+118,1,565
2.26723e+118,1.40122e+118,2.26723e+118,1,566
3.66845e+118,2.26723e+118,3.66845e+118,1,567
5.93567e+118,3.66845e+118,5.93567e+118,1,568
9.60412e+118,5.93567e+118,9.60412e+118,1,569
1.55398e+119,9.60412e+118,1.55398e+119,1,570
2.51439e+119,1.55398e+119,2.51439e+119,1,571
4.06837e+119,2.51439e+119,4.06837e+119,1,572
6.58276e+119,4.06837e+119,6.58276e+119,1,573
1.06511e+120,6.58276e+119,1.06511e+120,1,574
1.72339e+120,1.06511e+120,1.72339e+120,1,575
2.7885e+120,1.72339e+120,2.7885e+120,1,576
4.51189e+120,2.7885e+120,4.51189e+120,1,577
7.30039e+120,4.51189e+120,7.30039e+120,1,578
1.18123e+121,7.30039e+120,1.18123e+121,1,579
1.91127e+121,1.18123e+121,1.91127e+121,1,580
3.0925e+121,1.91127e+121,3.0925e+121,1,581
5.00376e+121,3.0925e+121,5.00376e+121,1,582
8.09626e+121,5.00376e+121,8.09626e+121,1,583
1.31e+122,8.09626e+121,1.31e+122,1,584
2.11963e+122,1.31e+122,2.11963e+122,1,585
3.42963e+122,2.11963e+122,3.42963e+122,1,586
5.54926e+122,3.42963e+122,5.54926e+122,1,587
8.97889e+122,5.54926e+122,8.97889e+122,1,588
1.45282e+123,8.97889e+122,1.45282e+123,1,589
2.3507e+123,1.45282e+123,2.3507e+123,1,590
3.80352e+123,2.3507e+123,3.80352e+123,1,591
6.15422e+123,3.80352e+123,6.15422e+123,1,592
9.95774e+123,6.15422e+123,9.95774e+123,1,593
1.6112e+124,9.95774e+123,1.6112e+124,1,594
2.60697e+124,1.6112e+124,2.60697e+124,1,595
4.21817e+124,2.60697e+124,4.21817e+124,1,596
6.82514e+124,4.21817e+124,6.82514e+124,1,597
1.10433e+125,6.82514e+124,1.10433e+125,1,598
1.78684e+125,1.10433e+125,1.78684e+125,1,599
2.89118e+125,1.78684e+125,2.89118e+125,1,600
4.67802e+125,2.89118e+125,4.67802e+125,1,601
7.5692e+125,4.67802e+125,7.5692e+125,1,602
1.22472e+126,7.5692e+125,1.22472e+126,1,603
1.98164e+126,1.22472e+126,1.98164e+126,1,604
3.20636e+126,1.98164e+126,3.20636e+126,1,605
5.188e+126,3.20636e+126,5.188e+126,1,606
8.39437e+126,5.188e+126,8.39437e+126,1,607
1.35824e+127,8.39437e+126,1.35824e+127,1,608
2.19767e+127,1.35824e+127,2.19767e+127,1,609
3.55591e+127,2.19767e+127,3.55591e+127,1,610
5.75358e+127,3.55591e+127,5.75358e+127,1,611
9.30949e+127,5.75358e+127,9.30949e+127,1,612
1.50631e+128,9.30949e+127,1.50631e+128,1,613
2.43726e+128,1.50631e+128,2.43726e+128,1,614
3.94357e+128,2.43726e+128,3.94357e+128,1,615
6.38082e+128,3.94357e+128,6.38082e+128,1,616
1.03244e+129,6.38082e+128,1.03244e+129,1,617
1.67052e+129,1.03244e+129,1.67052e+129,1,618
2.70296e+129,1.67052e+129,2.70296e+129,1,619
4.37348e+129,2.70296e+129,4.37348e+129,1,620
7.07644e+129,4.37348e+129,7.07644e+129,1,621
1.14499e+130,7.07644e+129,1.14499e+130,1,622
1.85264e+130,1.14499e+130,1.85264e+130,1,623
2.99763e+130,1.85264e+130,2.99763e+130,1,624
4.85026e+130,2.99763e+130,4.85026e+130,1,625
7.84789e+130,4.85026e+130,7.84789e+130,1,626
1.26982e+131,7.84789e+130,1.26982e+131,1,627
2.05461e+131,1.26982e+131,2.05461e+131,1,628
3.32442e+131,2.05461e+131,3.32442e+131,1,629
5.37903e+131,3.32442e+131,5.37903e+131,1,630
8.70345e+131,5.37903e+131,8.70345e+131,1,631
1.40825e+132,8.70345e+131,1.40825e+132,1,632
2.27859e+132,1.40825e+132,2.27859e+132,1,633
3.68684e+132,2.27859e+132,3.68684e+132,1,634
5.96543e+132,3.68684e+132,5.96543e+132,1,635
9.65227e+132,5.96543e+132,9.65227e+132,1,636
1.56177e+133,9.65227e+132,1.56177e+133,1,637
2.527e+133,1.56177e+133,2.527e+133,1,638
4.08877e+133,2.527e+133,4.08877e+133,1,639
6.61576e+133,4.08877e+133,6.61576e+133,1,640
1.07045e+134,6.61576e+133,1.07045e+134,1,641
1.73203e+134,1.07045e+134,1.73203e+134,1,642
2.80248e+134,1.73203e+134,2.80248e+134,1,643
4.53451e+134,2.80248e+134,4.53451e+134,1,644
7.337e+134,4.53451e+134,7.337e+134,1,645
1.18715e+135,7.337e+134,1.18715e+135,1,646
1.92085e+135,1.18715e+135,1.92085e+135,1,647
3.108e+135,1.92085e+135,3.108e+135,1,648
5.02885e+135,3.108e+135,5.02885e+135,1,649
8.13685e+135,5.02885e+135,8.13685e+135,1,650
1.31657e+136,8.13685e+135,1.31657e+136,1,651
2.13026e+136,1.31657e+136,2.13026e+136,1,652
3.44683e+136,2.13026e+136,3.44683e+136,1,653
5.57708e+136,3.44683e+136,5.57708e+136,1,654
9.02391e+136,5.57708e+136,9.02391e+136,1,655
1.4601e+137,9.02391e+136,1.4601e+137,1,656
2.36249e+137,1.4601e+137,2.36249e+137,1,657
3.82259e+137,2.36249e+137,3.82259e+137,1,658
6.18508e+137,3.82259e+137,6.18508e+137,1,659
1.00077e+138,6.18508e+137,1.00077e+138,1,660
1.61927e+138,1.00077e+138,1.61927e+138,1,661
2.62004e+138,1.61927e+138,2.62004e+138,1,662
4.23932e+138,2.62004e+138,4.23932e+138,1,663
6.85936e+138,4.23932e+138,6.85936e+138,1,664
1.10987e+139,6.85936e+138,1.10987e+139,1,665
1.7958e+139,1.10987e+139,1.7958e+139,1,666
2.90567e+139,1.7958e+139,2.90567e+139,1,667
4.70147e+139,2.90567e+139,4.70147e+139,1,668
7.60714e+139,4.70147e+139,7.60714e+139,1,669
1.23086e+140,7.60714e+139,1.23086e+140,1,670
1.99158e+140,1.23086e+140,1.99158e+140,1,671
3.22244e+140,1.99158e+140,3.22244e+140,1,672
5.21401e+140,3.22244e+140,5.21401e+140,1,673
8.43645e+140,5.21401e+140,8.43645e+140,1,674
1.36505e+141,8.43645e+140,1.36505e+141,1,675
2.20869e+141,1.36505e+141,2.20869e+141,1,676
3.57374e+141,2.20869e+141,3.57374e+141,1,677
5.78243e+141,3.57374e+141,5.78243e+141,1,678
9.35617e+141,5.78243e+141,9.35617e+141,1,679
1.51386e+142,9.35617e+141,1.51386e+142,1,680
2.44948e+142,1.51386e+142,2.44948e+142,1,681
3.96334e+142,2.44948e+142,3.96334e+142,1,682
6.41281e+142,3.96334e+142,6.41281e+142,1,683
1.03761e+143,6.41281e+142,1.03761e+143,1,684
1.6789e+143,1.03761e+143,1.6789e+143,1,685
2.71651e+143,1.6789e+143,2.71651e+143,1,686
4.39541e+143,2.71651e+143,4.39541e+143,1,687
7.11192e+143,4.39541e+143,7.11192e+143,1,688
1.15073e+144,7.11192e+143,1.15073e+144,1,689
1.86192e+144,1.15073e+144,1.86192e+144,1,690
3.01266e+144,1.86192e+144,3.01266e+144,1,691
4.87458e+144,3.01266e+144,4.87458e+144,1,692
7.88724e+144,4.87458e+144,7.88724e+144,1,693
1.27618e+145,7.88724e+144,1.27618e+145,1,694
2.06491e+145,1.27618e+145,2.06491e+145,1,695
3.34109e+145,2.06491e+145,3.34109e+145,1,696
5.40599e+145,3.34109e+145,5.40599e+145,1,697
8.74708e+145,5.40599e+145,8.74708e+145,1,698
1.41531e+146,8.74708e+145,1.41531e+146,1,699
2.29002e+146,1.41531e+146,2.29002e+146,1,700
3.70532e+146,2.29002e+146,3.70532e+146,1,701
5.99534e+146,3.70532e+146,5.99534e+146,1,702
9.70066e+146,5.99534e+146,9.70066e+146,1,703
1.5696e+147,9.70066e+146,1.5696e+147,1,704
2.53967e+147,1.5696e+147,2.53967e+147,1,705
4.10927e+147,2.53967e+147,4.10927e+147,1,706
6.64893e+147,4.10927e+147,6.64893e+147,1,707
1.07582e+148,6.64893e+147,1.07582e+148,1,708
1.74071e+148,1.07582e+148,1.74071e+148,1,709
2.81653e+148,1.74071e+148,2.81653e+148,1,710
4.55725e+148,2.81653e+148,4.55725e+148,1,711
7.37378e+148,4.55725e+148,7.37378e+148,1,712
1.1931e+149,7.37378e+148,1.1931e+149,1,713
1.93048e+149,1.1931e+149,1.93048e+149,1,714
3.12358e+149,1.93048e+149,3.12358e+149,1,715
5.05406e+149,3.12358e+149,5.05406e+149,1,716
8.17765e+149,5.05406e+149,8.17765e+149,1,717
1.32317e+150,8.17765e+149,1.32317e+150,1,718
2.14094e+150,1.32317e+150,2.14094e+150,1,719
3.46411e+150,2.14094e+150,3.46411e+150,1,720
5.60504e+150,3.46411e+150,5.60504e+150,1,721
9.06915e+150,5.60504e+150,9.06915e+150,1,722
1.46742e+151,9.06915e+150,1.46742e+151,1,723
2.37433e+151,1.46742e+151,2.37433e+151,1,724
3.84175e+151,2.37433e+151,3.84175e+151,1,725
6.21609e+151,3.84175e+151,6.21609e+151,1,726
1.00578e+152,6.21609e+151,1.00578e+152,1,727
1.62739e+152,1.00578e+152,1.62739e+152,1,728
2.63318e+152,1.62739e+152,2.63318e+152,1,729
4.26057e+152,2.63318e+152,4.26057e+152,1,730
6.89375e+152,4.26057e+152,6.89375e+152,1,731
1.11543e+153,6.89375e+152,1.11543e+153,1,732
1.80481e+153,1.11543e+153,1.80481e+153,1,733
2.92024e+153,1.80481e+153,2.92024e+153,1,734
4.72504e+153,2.92024e+153,4.72504e+153,1,735
7.64528e+153,4.72504e+153,7.64528e+153,1,736
1.23703e+154,7.64528e+153,1.23703e+154,1,737
2.00156e+154,1.23703e+154,2.00156e+154,1,738
3.23859e+154,2.00156e+154,3.23859e+154,1,739
5.24015e+154,3.23859e+154,5.24015e+154,1,740
8.47875e+154,5.24015e+154,8.47875e+154,1,741
1.37189e+155,8.47875e+154,1.37189e+155,1,742
2.21976e+155,1.37189e+155,2.21976e+155,1,743
3.59166e+155,2.21976e+155,3.59166e+155,1,744
5.81142e+155,3.59166e+155,5.81142e+155,1,745
9.40308e+155,5.81142e+155,9.40308e+155,1,746
1.52145e+156,9.40308e+155,1.52145e+156,1,747
2.46176e+156,1.52145e+156,2.46176e+156,1,748
3.98321e+156,2.46176e+156,3.98321e+156,1,749
6.44496e+156,3.98321e+156,6.44496e+156,1,750
1.04282e+157,6.44496e+156,1.04282e+157,1,751
1.68731e+157,1.04282e+157,1.68731e+157,1,752
2.73013e+157,1.68731e+157,2.73013e+157,1,753
4.41744e+157,2.73013e+157,4.41744e+157,1,754
7.14757e+157,4.41744e+157,7.14757e+157,1,755
1.1565e+158,7.14757e+157,1.1565e+158,1,756
1.87126e+158,1.1565e+158,1.87126e+158,1,757
3.02776e+158,1.87126e+158,3.02776e+158,1,758
4.89902e+158,3.02776e+158,4.89902e+158,1,759
7.92678e+158,4.89902e+158,7.92678e+158,1,760
1.28258e+159,7.92678e+158,1.28258e+159,1,761
2.07526e+159,1.28258e+159,2.07526e+159,1,762
3.35784e+159,2.07526e+159,3.35784e+159,1,763
5.4331e+159,3.35784e+159,5.4331e+159,1,764
8.79094e+159,5.4331e+159,8.79094e+159,1,765
1.4224e+160,8.79094e+159,1.4224e+160,1,766
2.3015e+160,1.4224e+160,2.3015e+160,1,767
3.7239e+160,2.3015e+160,3.7239e+160,1,768
6.0254e+160,3.7239e+160,6.0254e+160,1,769
9.7493e+160,6.0254e+160,9.7493e+160,1,770
1.57747e+161,9.7493e+160,1.57747e+161,1,771
2.5524e+161,1.57747e+161,2.5524e+161,1,772
4.12987e+161,2.5524e+161,4.12987e+161,1,773
6.68227e+161,4.12987e+161,6.68227e+161,1,774
1.08121e+162,6.68227e+161,1.08121e+162,1,775
1.74944e+162,1.08121e+162,1.74944e+162,1,776
2.83065e+162,1.74944e+162,2.83065e+162,1,777
4.58009e+162,2.83065e+162,4.58009e+162,1,778
7.41075e+162,4.58009e+162,7.41075e+162,1,779
1.19908e+163,7.41075e+162,1.19908e+163,1,780
1.94016e+163,1.19908e+163,1.94016e+163,1,781
3.13924e+163,1.94016e+163,3.13924e+163,1,782
5.0794e+163,3.13924e+163,5.0794e+163,1,783
8.21865e+163,5.0794e+163,8.21865e+163,1,784
1.3298e+164,8.21865e+163,1.3298e+164,1,785
2.15167e+164,1.3298e+164,2.15167e+164,1,786
3.48147e+164,2.15167e+164,3.48147e+164,1,787
5.63314e+164,3.48147e+164,5.63314e+164,1,788
9.11462e+164,5.63314e+164,9.11462e+164,1,789
1.47478e+165,9.11462e+164,1.47478e+165,1,790
2.38624e+165,1.47478e+165,2.38624e+165,1,791
3.86101e+165,2.38624e+165,3.86101e+165,1,792
6.24725e+165,3.86101e+165,6.24725e+165,1,793
1.01083e+166,6.24725e+165,1.01083e+166,1,794
1.63555e+166,1.01083e+166,1.63555e+166,1,795
2.64638e+166,1.63555e+166,2.64638e+166,1,796
4.28193e+166,2.64638e+166,4.28193e+166,1,797
6.92831e+166,4.28193e+166,6.92831e+166,1,798
1.12102e+167,6.92831e+166,1.12102e+167,1,799
1.81385e+167,1.12102e+167,1.81385e+167,1,800
2.93488e+167,1.81385e+167,2.93488e+167,1,801
4.74873e+167,2.93488e+167,4.74873e+167,1,802
7.68361e+167,4.74873e+167,7.68361e+167,1,803
1.24323e+168,7.68361e+167,1.24323e+168,1,804
2.0116e+168,1.24323e+168,2.0116e+168,1,805
3.25483e+168,2.0116e+168,3.25483e+168,1,806
5.26643e+168,3.25483e+168,5.26643e+168,1,807
8.52126e+168,5.26643e+168,8.52126e+168,1,808
1.37877e+169,8.52126e+168,1.37877e+169,1,809
2.23089e+169,1.37877e+169,2.23089e+169,1,810
3.60966e+169,2.23089e+169,3.60966e+169,1,811
5.84056e+169,3.60966e+169,5.84056e+169,1,812
9.45022e+169,5.84056e+169,9.45022e+169,1,813
1.52908e+170,9.45022e+169,1.52908e+170,1,814
2.4741e+170,1.52908e+170,2.4741e+170,1,815
4.00318e+170,2.4741e+170,4.00318e+170,1,816
6.47728e+170,4.00318e+170,6.47728e+170,1,817
1.04805e+171,6.47728e+170,1.04805e+171,1,818
1.69577e+171,1.04805e+171,1.69577e+171,1,819
2.74382e+171,1.69577e+171,2.74382e+171,1,820
4.43959e+171,2.74382e+171,4.43959e+171,1,821
7.18341e+171,4.43959e+171,7.18341e+171,1,822
1.1623e+172,7.18341e+171,1.1623e+172,1,823
1.88064e+172,1.1623e+172,1.88064e+172,1,824
3.04294e+172,1.88064e+172,3.04294e+172,1,825
4.92358e+172,3.04294e+172,4.92358e+172,1,826
7.96652e+172,4.92358e+172,7.96652e+172,1,827
1.28901e+173,7.96652e+172,1.28901e+173,1,828
2.08566e+173,1.28901e+173,2.08566e+173,1,829
3.37467e+173,2.08566e+173,3.37467e+173,1,830
5.46034e+173,3.37467e+173,5.46034e+173,1,831
8.83501e+173,5.46034e+173,8.83501e+173,1,832
1.42953e+174,8.83501e+173,1.42953e+174,1,833
2.31304e+174,1.42953e+174,2.31304e+174,1,834
3.74257e+174,2.31304e+174,3.74257e+174,1,835
6.0556e+174,3.74257e+174,6.0556e+174,1,836
9.79817e+174,6.0556e+174,9.79817e+174,1,837
1.58538e+175,9.79817e+174,1.58538e+175,1,838
2.5652e+175,1.58538e+175,2.5652e+175,1,839
4.15057e+175,2.5652e+175,4.15057e+175,1,840
6.71577e+175,4.15057e+175,6.71577e+175,1,841
1.08663e+176,6.71577e+175,1.08663e+176,1,842
1.75821e+176,1.08663e+176,1.75821e+176,1,843
2.84485e+176,1.75821e+176,2.84485e+176,1,844
4.60306e+176,2.84485e+176,4.60306e+176,1,845
7.4479e+176,4.60306e+176,7.4479e+176,1,846
1.2051e+177,7.4479e+176,1.2051e+177,1,847
1.94989e+177,1.2051e+177,1.94989e+177,1,848
3.15498e+177,1.94989e+177,3.15498e+177,1,849
5.10487e+177,3.15498e+177,5.10487e+177,1,850
8.25985e+177,5.10487e+177,8.25985e+177,1,851
1.33647e+178,8.25985e+177,1.33647e+178,1,852
2.16246e+178,1.33647e+178,2.16246e+178,1,853
3.49893e+178,2.16246e+178,3.49893e+178,1,854
5.66139e+178,3.49893e+178,5.66139e+178,1,855
9.16031e+178,5.66139e+178,9.16031e+178,1,856
1.48217e+179,9.16031e+178,1.48217e+179,1,857
2.3982e+179,1.48217e+179,2.3982e+179,1,858
3.88037e+179,2.3982e+179,3.88037e+179,1,859
6.27857e+179,3.88037e+179,6.27857e+179,1,860
1.01589e+180,6.27857e+179,1.01589e+180,1,861
1.64375e+180,1.01589e+180,1.64375e+180,1,862
2.65965e+180,1.64375e+180,2.65965e+180,1,863
4.3034e+180,2.65965e+180,4.3034e+180,1,864
6.96304e+180,4.3034e+180,6.96304e+180,1,865
1.12664e+181,6.96304e+180,1.12664e+181,1,866
1.82295e+181,1.12664e+181,1.82295e+181,1,867
2.94959e+181,1.82295e+181,2.94959e+181,1,868
4.77254e+181,2.94959e+181,4.77254e+181,1,869
7.72213e+181,4.77254e+181,7.72213e+181,1,870
1.24947e+182,7.72213e+181,1.24947e+182,1,871
2.02168e+182,1.24947e+182,2.02168e+182,1,872
3.27115e+182,2.02168e+182,3.27115e+182,1,873
5.29283e+182,3.27115e+182,5.29283e+182,1,874
8.56398e+182,5.29283e+182,8.56398e+182,1,875
1.38568e+183,8.56398e+182,1.38568e+183,1,876
2.24208e+183,1.38568e+183,2.24208e+183,1,877
3.62776e+183,2.24208e+183,3.62776e+183,1,878
5.86984e+183,3.62776e+183,5.86984e+183,1,879
9.4976e+183,5.86984e+183,9.4976e+183,1,880
1.53674e+184,9.4976e+183,1.53674e+184,1,881
2.4865e+184,1.53674e+184,2.4865e+184,1,882
4.02325e+184,2.4865e+184,4.02325e+184,1,883
6.50975e+184,4.02325e+184,6.50975e+184,1,884
1.0533e+185,6.50975e+184,1.0533e+185,1,885
1.70427e+185,1.0533e+185,1.70427e+185,1,886
2.75757e+185,1.70427e+185,2.75757e+185,1,887
4.46185e+185,2.75757e+185,4.46185e+185,1,888
7.21942e+185,4.46185e+185,7.21942e+185,1,889
1.16813e+186,7.21942e+185,1.16813e+186,1,890
1.89007e+186,1.16813e+186,1.89007e+186,1,891
3.0582e+186,1.89007e+186,3.0582e+186,1,892
4.94827e+186,3.0582e+186,4.94827e+186,1,893
8.00646e+186,4.94827e+186,8.00646e+186,1,894
1.29547e+187,8.00646e+186,1.29547e+187,1,895
2.09612e+187,1.29547e+187,2.09612e+187,1,896
3.39159e+187,2.09612e+187,3.39159e+187,1,897
5.48771e+187,3.39159e+187,5.48771e+187,1,898
8.8793e+187,5.48771e+187,8.8793e+187,1,899
1.4367e+188,8.8793e+187,1.4367e+188,1,900
2.32463e+188,1.4367e+188,2.32463e+188,1,901
3.76133e+188,2.32463e+188,3.76133e+188,1,902
6.08596e+188,3.76133e+188,6.08596e+188,1,903
9.8473e+188,6.08596e+188,9.8473e+188,1,904
1.59333e+189,9.8473e+188,1.59333e+189,1,905
2.57806e+189,1.59333e+189,2.57806e+189,1,906
4.17138e+189,2.57806e+189,4.17138e+189,1,907
6.74944e+189,4.17138e+189,6.74944e+189,1,908
1.09208e+190,6.74944e+189,1.09208e+190,1,909
1.76703e+190,1.09208e+190,1.76703e+190,1,910
2.85911e+190,1.76703e+190,2.85911e+190,1,911
4.62613e+190,2.85911e+190,4.62613e+190,1,912
7.48524e+190,4.62613e+190,7.48524e+190,1,913
1.21114e+191,7.48524e+190,1.21114e+191,1,914
1.95966e+191,1.21114e+191,1.95966e+191,1,915
3.1708e+191,1.95966e+191,3.1708e+191,1,916
5.13046e+191,3.1708e+191,5.13046e+191,1,917
8.30126e+191,5.13046e+191,8.30126e+191,1,918
1.34317e+192,8.30126e+191,1.34317e+192,1,919
2.1733e+192,1.34317e+192,2.1733e+192,1,920
3.51647e+192,2.1733e+192,3.51647e+192,1,921
5.68977e+192,3.51647e+192,5.68977e+192,1,922
9.20624e+192,5.68977e+192,9.20624e+192,1,923
1.4896e+193,9.20624e+192,1.4896e+193,1,924
2.41022e+193,1.4896e+193,2.41022e+193,1,925
3.89983e+193,2.41022e+193,3.89983e+193,1,926
6.31005e+193,3.89983e+193,6.31005e+193,1,927
1.02099e+194,6.31005e+193,1.02099e+194,1,928
1.65199e+194,1.02099e+194,1.65199e+194,1,929
2.67298e+194,1.65199e+194,2.67298e+194,1,930
4.32497e+194,2.67298e+194,4.32497e+194,1,931
6.99795e+194,4.32497e+194,6.99795e+194,1,932
1.13229e+195,6.99795e+194,1.13229e+195,1,933
1.83209e+195,1.13229e+195,1.83209e+195,1,934
2.96438e+195,1.83209e+195,2.96438e+195,1,935
4.79647e+195,2.96438e+195,4.79647e+195,1,936
7.76085e+195,4.79647e+195,7.76085e+195,1,937
1.25573e+196,7.76085e+195,1.25573e+196,1,938
2.03182e+196,1.25573e+196,2.03182e+196,1,939
3.28755e+196,2.03182e+196,3.28755e+196,1,940
5.31936e+196,3.28755e+196,5.31936e+196,1,941
8.60691e+196,5.31936e+196,8.60691e+196,1,942
1.39263e+197,8.60691e+196,1.39263e+197,1,943
2.25332e+197,1.39263e+197,2.25332e+197,1,944
3.64595e+197,2.25332e+197,3.64595e+197,1,945
5.89927e+197,3.64595e+197,5.89927e+197,1,946
9.54521e+197,5.89927e+197,9.54521e+197,1,947
1.54445e+198,9.54521e+197,1.54445e+198,1,948
2.49897e+198,1.54445e+198,2.49897e+198,1,949
4.04342e+198,2.49897e+198,4.04342e+198,1,950
6.54239e+198,4.04342e+198,6.54239e+198,1,951
1.05858e+199,6.54239e+198,1.05858e+199,1,952
1.71282e+199,1.05858e+199,1.71282e+199,1,953
2.7714e+199,1.71282e+199,2.7714e+199,1,954
4.48422e+199,2.7714e+199,4.48422e+199,1,955
7.25562e+199,4.48422e+199,7.25562e+199,1,956
1.17398e+200,7.25562e+199,1.17398e+200,1,957
1.89955e+200,1.17398e+200,1.89955e+200,1,958
3.07353e+200,1.89955e+200,3.07353e+200,1,959
4.97307e+200,3.07353e+200,4.97307e+200,1,960
8.0466e+200,4.97307e+200,8.0466e+200,1,961
1.30197e+201,8.0466e+200,1.30197e+201,1,962
2.10663e+201,1.30197e+201,2.10663e+201,1,963
3.4086e+201,2.10663e+201,3.4086e+201,1,964
5.51522e+201,3.4086e+201,5.51522e+201,1,965
8.92382e+201,5.51522e+201,8.92382e+201,1,966
1.4439e+202,8.92382e+201,1.4439e+202,1,967
2.33629e+202,1.4439e+202,2.33629e+202,1,968
3.78019e+202,2.33629e+202,3.78019e+202,1,969
6.11648e+202,3.78019e+202,6.11648e+202,1,970
9.89667e+202,6.11648e+202,9.89667e+202,1,971
1.60131e+203,9.89667e+202,1.60131e+203,1,972
2.59098e+203,1.60131e+203,2.59098e+203,1,973
4.1923e+203,2.59098e+203,4.1923e+203,1,974
6.78328e+203,4.1923e+203,6.78328e+203,1,975
1.09756e+204,6.78328e+203,1.09756e+204,1,976
1.77588e+204,1.09756e+204,1.77588e+204,1,977
2.87344e+204,1.77588e+204,2.87344e+204,1,978
4.64933e+204,2.87344e+204,4.64933e+204,1,979
7.52277e+204,4.64933e+204,7.52277e+204,1,980
1.21721e+205,7.52277e+204,1.21721e+205,1,981
1.96949e+205,1.21721e+205,1.96949e+205,1,982
3.1867e+205,1.96949e+205,3.1867e+205,1,983
5.15618e+205,3.1867e+205,5.15618e+205,1,984
8.34288e+205,5.15618e+205,8.34288e+205,1,985
1.34991e+206,8.34288e+205,1.34991e+206,1,986
2.18419e+206,1.34991e+206,2.18419e+206,1,987
3.5341e+206,2.18419e+206,3.5341e+206,1,988
5.71829e+206,3.5341e+206,5.71829e+206,1,989
9.25239e+206,5.71829e+206,9.25239e+206,1,990
1.49707e+207,9.25239e+206,1.49707e+207,1,991
2.42231e+207,1.49707e+207,2.42231e+207,1,992
3.91938e+207,2.42231e+207,3.91938e+207,1,993
6.34169e+207,3.91938e+207,6.34169e+207,1,994
1.02611e+208,6.34169e+207,1.02611e+208,1,995
1.66027e+208,1.02611e+208,1.66027e+208,1,996
2.68638e+208,1.66027e+208,2.68638e+208,1,997
4.34666e+208,2.68638e+208,4.34666e+208,1,998
7.03304e+208,4.34666e+208,7.03304e+208,1,999
1.13797e+209,7.03304e+208,1.13797e+209,1,1000
1.84127e+209,1.13797e+209,1.84127e+209,1,1001
2.97924e+209,1.84127e+209,2.97924e+209,1,1002
4.82052e+209,2.97924e+209,4.82052e+209,1,1003
7.79976e+209,4.82052e+209,7.79976e+209,1,1004
