i,A,B,gcd,modulus operations
416,233,377,1,12
417,233,377,1,12
418,233,377,1,12
419,233,377,1,12
420,233,377,1,12
421,233,377,1,12
422,233,377,1,12
423,233,377,1,12
424,233,377,1,12
425,233,377,1,12
426,233,377,1,12
427,233,377,1,12
428,233,377,1,12
429,233,377,1,12
430,233,377,1,12
431,233,377,1,12
432,233,377,1,12
433,233,377,1,12
434,233,377,1,12
435,233,377,1,12
436,233,377,1,12
437,233,377,1,12
438,233,377,1,12
439,233,377,1,12
440,233,377,1,12
441,233,377,1,12
442,233,377,1,12
443,233,377,1,12
444,233,377,1,12
445,233,377,1,12
446,233,377,1,12
447,233,377,1,12
448,233,377,1,12
449,233,377,1,12
450,233,377,1,12
451,233,377,1,12
452,233,377,1,12
453,233,377,1,12
454,233,377,1,12
455,233,377,1,12
456,233,377,1,12
457,233,377,1,12
458,233,377,1,12
459,233,377,1,12
460,233,377,1,12
461,233,377,1,12
462,233,377,1,12
463,233,377,1,12
464,233,377,1,12
465,233,377,1,12
466,233,377,1,12
467,233,377,1,12
468,233,377,1,12
469,233,377,1,12
470,233,377,1,12
471,233,377,1,12
472,233,377,1,12
473,233,377,1,12
474,233,377,1,12
475,233,377,1,12
476,233,377,1,12
477,233,377,1,12
478,233,377,1,12
479,233,377,1,12
480,233,377,1,12
481,233,377,1,12
482,233,377,1,12
483,233,377,1,12
484,233,377,1,12
485,233,377,1,12
486,233,377,1,12
487,233,377,1,12
488,233,377,1,12
489,233,377,1,12
490,233,377,1,12
491,233,377,1,12
492,233,377,1,12
493,233,377,1,12
494,233,377,1,12
495,233,377,1,12
496,233,377,1,12
497,233,377,1,12
498,233,377,1,12
499,233,377,1,12
500,233,377,1,12
501,233,377,1,12
502,233,377,1,12
503,233,377,1,12
504,233,377,1,12
505,233,377,1,12
506,233,377,1,12
507,233,377,1,12
508,233,377,1,12
509,233,377,1,12
510,233,377,1,12
511,233,377,1,12
512,233,377,1,12
513,233,377,1,12
514,233,377,1,12
515,233,377,1,12


