i,A,B,gcd,modulus operations
716,377,610,1,13
717,377,610,1,13
718,377,610,1,13
719,377,610,1,13
720,377,610,1,13
721,377,610,1,13
722,377,610,1,13
723,377,610,1,13
724,377,610,1,13
725,377,610,1,13
726,377,610,1,13
727,377,610,1,13
728,377,610,1,13
729,377,610,1,13
730,377,610,1,13
731,377,610,1,13
732,377,610,1,13
733,377,610,1,13
734,377,610,1,13
735,377,610,1,13
736,377,610,1,13
737,377,610,1,13
738,377,610,1,13
739,377,610,1,13
740,377,610,1,13
741,377,610,1,13
742,377,610,1,13
743,377,610,1,13
744,377,610,1,13
745,377,610,1,13
746,377,610,1,13
747,377,610,1,13
748,377,610,1,13
749,377,610,1,13
750,377,610,1,13
751,377,610,1,13
752,377,610,1,13
753,377,610,1,13
754,377,610,1,13
755,377,610,1,13
756,377,610,1,13
757,377,610,1,13
758,377,610,1,13
759,377,610,1,13
760,377,610,1,13
761,377,610,1,13
762,377,610,1,13
763,377,610,1,13
764,377,610,1,13
765,377,610,1,13
766,377,610,1,13
767,377,610,1,13
768,377,610,1,13
769,377,610,1,13
770,377,610,1,13
771,377,610,1,13
772,377,610,1,13
773,377,610,1,13
774,377,610,1,13
775,377,610,1,13
776,377,610,1,13
777,377,610,1,13
778,377,610,1,13
779,377,610,1,13
780,377,610,1,13
781,377,610,1,13
782,377,610,1,13
783,377,610,1,13
784,377,610,1,13
785,377,610,1,13
786,377,610,1,13
787,377,610,1,13
788,377,610,1,13
789,377,610,1,13
790,377,610,1,13
791,377,610,1,13
792,377,610,1,13
793,377,610,1,13
794,377,610,1,13
795,377,610,1,13
796,377,610,1,13
797,377,610,1,13
798,377,610,1,13
799,377,610,1,13
800,377,610,1,13
801,377,610,1,13
802,377,610,1,13
803,377,610,1,13
804,377,610,1,13
805,377,610,1,13
806,377,610,1,13
807,377,610,1,13
808,377,610,1,13
809,377,610,1,13
810,377,610,1,13
811,377,610,1,13
812,377,610,1,13
813,377,610,1,13
814,377,610,1,13
815,377,610,1,13


