i,A,B,gcd,modulus operations
2716,1597,2584,1,16
2717,1597,2584,1,16
2718,1597,2584,1,16
2719,1597,2584,1,16
2720,1597,2584,1,16
2721,1597,2584,1,16
2722,1597,2584,1,16
2723,1597,2584,1,16
2724,1597,2584,1,16
2725,1597,2584,1,16
2726,1597,2584,1,16
2727,1597,2584,1,16
2728,1597,2584,1,16
2729,1597,2584,1,16
2730,1597,2584,1,16
2731,1597,2584,1,16
2732,1597,2584,1,16
2733,1597,2584,1,16
2734,1597,2584,1,16
2735,1597,2584,1,16
2736,1597,2584,1,16
2737,1597,2584,1,16
2738,1597,2584,1,16
2739,1597,2584,1,16
2740,1597,2584,1,16
2741,1597,2584,1,16
2742,1597,2584,1,16
2743,1597,2584,1,16
2744,1597,2584,1,16
2745,1597,2584,1,16
2746,1597,2584,1,16
2747,1597,2584,1,16
2748,1597,2584,1,16
2749,1597,2584,1,16
2750,1597,2584,1,16
2751,1597,2584,1,16
2752,1597,2584,1,16
2753,1597,2584,1,16
2754,1597,2584,1,16
2755,1597,2584,1,16
2756,1597,2584,1,16
2757,1597,2584,1,16
2758,1597,2584,1,16
2759,1597,2584,1,16
2760,1597,2584,1,16
2761,1597,2584,1,16
2762,1597,2584,1,16
2763,1597,2584,1,16
2764,1597,2584,1,16
2765,1597,2584,1,16
2766,1597,2584,1,16
2767,1597,2584,1,16
2768,1597,2584,1,16
2769,1597,2584,1,16
2770,1597,2584,1,16
2771,1597,2584,1,16
2772,1597,2584,1,16
2773,1597,2584,1,16
2774,1597,2584,1,16
2775,1597,2584,1,16
2776,1597,2584,1,16
2777,1597,2584,1,16
2778,1597,2584,1,16
2779,1597,2584,1,16
2780,1597,2584,1,16
2781,1597,2584,1,16
2782,1597,2584,1,16
2783,1597,2584,1,16
2784,1597,2584,1,16
2785,1597,2584,1,16
2786,1597,2584,1,16
2787,1597,2584,1,16
2788,1597,2584,1,16
2789,1597,2584,1,16
2790,1597,2584,1,16
2791,1597,2584,1,16
2792,1597,2584,1,16
2793,1597,2584,1,16
2794,1597,2584,1,16
2795,1597,2584,1,16
2796,1597,2584,1,16
2797,1597,2584,1,16
2798,1597,2584,1,16
2799,1597,2584,1,16
2800,1597,2584,1,16
2801,1597,2584,1,16
2802,1597,2584,1,16
2803,1597,2584,1,16
2804,1597,2584,1,16
2805,1597,2584,1,16
2806,1597,2584,1,16
2807,1597,2584,1,16
2808,1597,2584,1,16
2809,1597,2584,1,16
2810,1597,2584,1,16
2811,1597,2584,1,16
2812,1597,2584,1,16
2813,1597,2584,1,16
2814,1597,2584,1,16
2815,1597,2584,1,16


