i,A,B,gcd,modulus operations
2916,1597,2584,1,16
2917,1597,2584,1,16
2918,1597,2584,1,16
2919,1597,2584,1,16
2920,1597,2584,1,16
2921,1597,2584,1,16
2922,1597,2584,1,16
2923,1597,2584,1,16
2924,1597,2584,1,16
2925,1597,2584,1,16
2926,1597,2584,1,16
2927,1597,2584,1,16
2928,1597,2584,1,16
2929,1597,2584,1,16
2930,1597,2584,1,16
2931,1597,2584,1,16
2932,1597,2584,1,16
2933,1597,2584,1,16
2934,1597,2584,1,16
2935,1597,2584,1,16
2936,1597,2584,1,16
2937,1597,2584,1,16
2938,1597,2584,1,16
2939,1597,2584,1,16
2940,1597,2584,1,16
2941,1597,2584,1,16
2942,1597,2584,1,16
2943,1597,2584,1,16
2944,1597,2584,1,16
2945,1597,2584,1,16
2946,1597,2584,1,16
2947,1597,2584,1,16
2948,1597,2584,1,16
2949,1597,2584,1,16
2950,1597,2584,1,16
2951,1597,2584,1,16
2952,1597,2584,1,16
2953,1597,2584,1,16
2954,1597,2584,1,16
2955,1597,2584,1,16
2956,1597,2584,1,16
2957,1597,2584,1,16
2958,1597,2584,1,16
2959,1597,2584,1,16
2960,1597,2584,1,16
2961,1597,2584,1,16
2962,1597,2584,1,16
2963,1597,2584,1,16
2964,1597,2584,1,16
2965,1597,2584,1,16
2966,1597,2584,1,16
2967,1597,2584,1,16
2968,1597,2584,1,16
2969,1597,2584,1,16
2970,1597,2584,1,16
2971,1597,2584,1,16
2972,1597,2584,1,16
2973,1597,2584,1,16
2974,1597,2584,1,16
2975,1597,2584,1,16
2976,1597,2584,1,16
2977,1597,2584,1,16
2978,1597,2584,1,16
2979,1597,2584,1,16
2980,1597,2584,1,16
2981,1597,2584,1,16
2982,1597,2584,1,16
2983,1597,2584,1,16
2984,1597,2584,1,16
2985,1597,2584,1,16
2986,1597,2584,1,16
2987,1597,2584,1,16
2988,1597,2584,1,16
2989,1597,2584,1,16
2990,1597,2584,1,16
2991,1597,2584,1,16
2992,1597,2584,1,16
2993,1597,2584,1,16
2994,1597,2584,1,16
2995,1597,2584,1,16
2996,1597,2584,1,16
2997,1597,2584,1,16
2998,1597,2584,1,16
2999,1597,2584,1,16
3000,1597,2584,1,16
3001,1597,2584,1,16
3002,1597,2584,1,16
3003,1597,2584,1,16
3004,1597,2584,1,16
3005,1597,2584,1,16
3006,1597,2584,1,16
3007,1597,2584,1,16
3008,1597,2584,1,16
3009,1597,2584,1,16
3010,1597,2584,1,16
3011,1597,2584,1,16
3012,1597,2584,1,16
3013,1597,2584,1,16
3014,1597,2584,1,16
3015,1597,2584,1,16


